회사명,종목코드,법인등록번호,KSIC,묶음노드,부문명,주요제품,매출,수익행,상태
(주)신세계,004170,1101110028848,G4711,,부동산 및 자동차여객터미널업,,258345,순매출액,부문
(주)신세계,004170,1101110028848,G4711,,호텔업,호텔,149812,순매출액,부문
(주)신세계,004170,1101110028848,G4711,,면세업,면세점,2305560,순매출액,부문
동국씨엠(주),460850,1101118651659,C2412,,,,,,부문없음
(주)태영건설,009410,1101110155451,F4112,,방글라데시,,43391,세로형,부문
(주)삼양사,145990,1101114720945,C1081,,식품,"설탕, 전분당, 식용유, 밀가루, 가공식품 등",1510335,외부매출액,부문
(주)삼양사,145990,1101114720945,C1081,,화학,"엔지니어링플라스틱, PET용기, 이온교환수지,생활용품 원재료 등",1043277,외부매출액,부문
(주)케이씨씨글라스,344820,1101117342473,C2311,,유리,,931827,매출액,부문
(주)케이씨씨글라스,344820,1101117342473,C2311,,인테리어 및 유통,,934116,매출액,부문
(주)케이씨씨글라스,344820,1101117342473,C2311,,파일사업,,34663,매출액,부문
쌍용건설(주),012650,1101110220395,F4111,,,,,,사업보고서 없음
(주)케이씨씨건설,021320,1101110607618,F4111,,토목,,426592,외부수익,부문
(주)케이씨씨건설,021320,1101110607618,F4111,,건축,,1403942,외부수익,부문
(주)케이씨씨건설,021320,1101110607618,F4111,,분양,,2869,외부수익,부문
(주)티웨이항공,091810,1101112782046,H5110,,,,,,부문없음
(주)현대백화점,069960,1101112644725,G4711,,백화점부문,,2437722,순매출액,부문
(주)현대백화점,069960,1101112644725,G4711,,면세점부문,,1014019,순매출액,부문
(주)현대백화점,069960,1101112644725,G4711,,제조업부문,,913180,순매출액,부문
오씨아이(주),456040,1101118626793,C2011,,베이직케미컬부문,,777146,매출액,부문
오씨아이(주),456040,1101118626793,C2011,,카본케미컬부문,,1311697,매출액,부문
오씨아이(주),456040,1101118626793,C2011,,에너지솔루션부문,,553,매출액,부문
두산건설(주),011160,1101110194277,F4111,,건축,,1897027,세로형,부문
두산건설(주),011160,1101110194277,F4111,,토목,,269886,세로형,부문
(주)두산,000150,1101110013774,C2622,,전자BG,동박적층판 등 제조 및 판매,1875734,세로형,부문
(주)두산,000150,1101110013774,C2622,,디지털이노베이션BU,IT 시스템 개발/운영 서비스 등,305876,세로형,부문
(주)두산,000150,1101110013774,C2622,,두산에너빌리티,"NSSS, BOP, Turbine, 담수/수처리 설비, 플랜트설비 설치공사, 도로공사 등",8143366,세로형,부문
(주)두산,000150,1101110013774,C2622,,두산밥캣,소형 건설기계 및 장비 등,8791888,세로형,부문
(주)두산,000150,1101110013774,C2622,,두산퓨얼셀,"연료전지 및 신재생에너지 개발, 제조 및 판매 등",454795,세로형,부문
롯데정밀화학(주),004000,1812110000013,C2011,,케미칼부문,"염소 계열 : ECH, 가성소다암모니아 계열 : 암모니아, 요소수",1233043,매출액,부문
롯데정밀화학(주),004000,1812110000013,C2011,,그린소재부문,"산업용 셀룰로스 계열 : 메셀로스, 헤셀로스식의약용 셀룰로스 계열 : 애니코트, 애니애디",579306,매출액,부문
태광산업(주),003240,1101110185276,C2011,,제조 및 임대,,1774543,외부매출액,부문
태광산업(주),003240,1101110185276,C2011,,방송통신,,117962,외부매출액,부문
디비증권(주),016610,1101110339956,K6612,,WM,,140678,영업수익,부문
디비증권(주),016610,1101110339956,K6612,,S&T,,1310723,영업수익,부문
디비증권(주),016610,1101110339956,K6612,,저축은행업,,186788,영업수익,부문
디엘건설(주),001880,1101110163115,F4111,,토목사업,,452642,I. 매출액,부문
디엘건설(주),001880,1101110163115,F4111,,건축사업,,2016538,I. 매출액,부문
에이치엘디앤아이한라(주),014790,1101110274699,F4111,,건축,,1195914,매출액,부문
에이치엘디앤아이한라(주),014790,1101110274699,F4111,,토목,,278805,매출액,부문
에이치엘디앤아이한라(주),014790,1101110274699,F4111,,자체,,172905,매출액,부문
(주)엘엑스세미콘,108320,1601110089395,C2612,,,,,,부문없음
남해화학(주),025860,1101110164717,C2031,,,,,,부문없음
(주)제주항공,089590,2201110050575,H5110,,항공운송,여객 및 화물운송 등,1496328,외부매출액,부문
(주)제주항공,089590,2201110050575,H5110,,호텔,호텔숙박 서비스,20894,외부매출액,부문
(주)제주항공,089590,2201110050575,H5110,,지상조업,항공운송 지원,19483,외부매출액,부문
(주)제주항공,089590,2201110050575,H5110,,IT서비스,,43084,외부매출액,부문
(주)한섬,020000,1101110531578,C1411,,,,,,단일부문
(주)현대리바트,079430,1345110034097,C3202,,B2C,,396099,매출액,부문
(주)현대리바트,079430,1345110034097,C3202,,오피스,,156122,매출액,부문
(주)현대리바트,079430,1345110034097,C3202,,빌트인,,448985,매출액,부문
(주)현대리바트,079430,1345110034097,C3202,,해외건설,,28483,매출액,부문
에이치디현대마린솔루션(주),443060,1801111065811,M7212,,,,,,단일부문
(주)사조대림,003960,1101110042278,C1041,,,,,,부문없음
에스케이케미칼(주),285130,1311110501021,C2020,,Green Chemicals Biz.,,1551421,매출액,부문
에스케이케미칼(주),285130,1311110501021,C2020,,Life Science Biz.,,1139815,매출액,부문
코원에너지서비스(주),026870,1101110235617,D3520,,,,,,사업보고서 없음
(주)팜스코,036580,1311110042950,C1090,,사료,,1092933,매출액,부문
(주)팜스코,036580,1311110042950,C1090,,식품,,475238,매출액,부문
(주)팜스코,036580,1311110042950,C1090,,내부제거,,-321924,매출액,부문
유진투자증권(주),001200,1101110007826,K6612,,위탁매매업,,171272,Ⅰ. 영업수익,부문
유진투자증권(주),001200,1101110007826,K6612,,자기매매업,,627347,Ⅰ. 영업수익,부문
유진투자증권(주),001200,1101110007826,K6612,,장내외파생상품업,,455360,Ⅰ. 영업수익,부문
유진투자증권(주),001200,1101110007826,K6612,,선물중개업,,205565,Ⅰ. 영업수익,부문
(주)제일기획,030000,1101110139017,M7131,,,,,,단일부문
가온전선(주),000500,1341110000567,C2830,,전력선사업부,전력케이블 등,2099684,매출액,부문
가온전선(주),000500,1341110000567,C2830,,통신선사업부,통신케이블 등,182115,매출액,부문
가온전선(주),000500,1341110000567,C2830,,특수선사업부,"선재, 자동차전선,전선용컴파운드 등",485148,매출액,부문
가온전선(주),000500,1341110000567,C2830,,목드럼사업부,목드럼 등,24061,매출액,부문
(주)하림,136480,2149110034430,C1012,,육계,,1079874,외부수익,부문
(주)하림,136480,2149110034430,C1012,,육가공,,229686,외부수익,부문
(주)진에어,272450,1201110454976,H5110,,,,,,부문없음
(주)세아제강,306200,1101116860640,C2413,,,,,,부문없음
한화엔진(주),082740,1942110038423,C2911,,디젤엔진 및 용역,,92531,세로형,부문
넷마블(주),251270,1101114731299,J5821,,,,,,단일부문
(주)케이뱅크,279570,1101115938985,K6412,,,,,,단일부문
효성화학(주),298000,1101116770188,C2020,,단기차입금,,,없음(부문명만),부문
효성화학(주),298000,1101116770188,C2020,,사채,,,없음(부문명만),부문
효성화학(주),298000,1101116770188,C2020,,장기차입금,,,없음(부문명만),부문
(주)엘지헬로비전,037560,1101111144297,J6022,,,,,,단일부문
동원시스템즈(주),014820,1341110011712,C2223,,,,,,부문없음
(주)부산도시가스,015350,1801110039495,D3520,,,,,,사업보고서 없음
(주)신세계푸드,031440,1101110305288,G4610,,제조서비스,,,없음(부문명만),부문
(주)신세계푸드,031440,1101110305288,G4610,,매입유통,,,없음(부문명만),부문
(주)신세계푸드,031440,1101110305288,G4610,,중단영업조정,,,없음(부문명만),부문
(주)디비하이텍,000990,1101110026206,C2612,,반도체,,1122718,매출액,부문
(주)디비하이텍,000990,1101110026206,C2612,,부동산,,8450,매출액,부문
(주)디비하이텍,000990,1101110026206,C2612,,건설공사,,2998,매출액,부문
(주)디비하이텍,000990,1101110026206,C2612,,합금철,,40064,매출액,부문
한국콜마(주),161890,1647110030756,C2049,,화장품,화장품 등의 제조 및 판매,1440925,매출액,부문
한국콜마(주),161890,1647110030756,C2049,,의약품,의약품 제조 및 판매업,985407,매출액,부문
한국콜마(주),161890,1647110030756,C2049,,식품,"건강음료, 식품 등",73155,매출액,부문
한국콜마(주),161890,1647110030756,C2049,,패키징,화장품 용기 및 디스펜스 제조와 판매,222933,매출액,부문
(주)영풍,000670,1101110003824,C2421,,제련부문,,1009605,매출액,부문
(주)영풍,000670,1101110003824,C2421,,임대부문,,42325,매출액,부문
(주)영풍,000670,1101110003824,C2421,,휴게소부문,,1385,매출액,부문
(주)영풍,000670,1101110003824,C2421,,PCB부문,,1966477,매출액,부문
(주)오리온,271560,1101116417805,C1060,,,,,,부문없음
애경케미칼(주),161000,1101114951243,C2011,,가소제사업부문,"플라스틱 첨가제,무수프탈산 제조/판매",805297,세로형,부문
애경케미칼(주),161000,1101114951243,C2011,,합성수지사업부문,"불포화폴리에스테르수지, 코팅수지 제조/판매",237059,세로형,부문
애경케미칼(주),161000,1101114951243,C2011,,생활화학사업부문,"음이온 계면활성제, 정제글리세린 제조/판매",253310,세로형,부문
애경케미칼(주),161000,1101114951243,C2011,,바이오&에너지사업부문,"바이오디젤/중유, 음극소재 제조/판매",246846,세로형,부문
포스코스틸리온(주),058430,1746110006492,C2419,,,,,,단일부문
(주)현대홈쇼핑,057050,1101112248882,G4791,,홈쇼핑,방송판매,1089003,외부고객 매출액,부문
(주)현대홈쇼핑,057050,1101112248882,G4791,,건축자재,건축자재 제조 및 판매,982413,외부고객 매출액,부문
(주)현대홈쇼핑,057050,1101112248882,G4791,,전기통신 및바이오,디지털솔루션사업,227236,외부고객 매출액,부문
(주)현대홈쇼핑,057050,1101112248882,G4791,,의류도소매,의류도소매,1491182,외부고객 매출액,부문
신세계건설(주),034300,1101110759493,F4112,,,,,,단일부문
에이치케이이노엔(주),195940,1101115379692,C2121,,의약품사업부,"호르몬제, 항암제, 순환기계 등",804695,매출액,부문
에이치케이이노엔(주),195940,1101115379692,C2121,,H&B사업부,"건강음료, 식품 등",92447,매출액,부문
(주)포스코디엑스,022100,1101110658637,M7212,,EIC사업실,"철강, 시스템, 엔지니어링 등",,없음(부문명만),부문
(주)포스코디엑스,022100,1101110658637,M7212,,IT사업실,IT시스템 운영 및 개발 등,,없음(부문명만),부문
롯데이노베이트(주),286940,1101116557114,J6202,,SM부문,,206265,부문수익,부문
롯데이노베이트(주),286940,1101116557114,J6202,,SI부문,,900173,부문수익,부문
롯데이노베이트(주),286940,1101116557114,J6202,,전기차충전부문,,98536,부문수익,부문
(주)선진,136490,1344110046664,C1090,,사료 및 축산부문,,1537956,세로형,부문
(주)선진,136490,1344110046664,C1090,,식품 및 식품서비스,,845396,세로형,부문
(주)디엔오토모티브,007340,1845110000642,C3039,,,,,,부문없음
(주)에코프로비엠,247540,1501110219184,C2820,,,,,,단일부문
에스지씨이앤씨(주),016250,1101110327555,F4112,,플랜트,,950310,매출액,부문
에스지씨이앤씨(주),016250,1101110327555,F4112,,건설,,394693,매출액,부문
에스지씨이앤씨(주),016250,1101110327555,F4112,,물류센터,,30079,매출액,부문
에스케이오션플랜트(주),100090,1913110003485,C3111,,강관사업부,밀 양,27145,총 부 문 수 익,부문
에스케이오션플랜트(주),100090,1913110003485,C3111,,조선/해양사업부,고 성,1013063,총 부 문 수 익,부문
(주)하이브,352820,1101113166546,J5920,,음악,,2289189,외부고객으로 부터의 수익,부문
(주)하이브,352820,1101113166546,J5920,,플랫폼,,293699,외부고객으로 부터의 수익,부문
(주)하이브,352820,1101113166546,J5920,,테크 기반 미래성장,,66983,외부고객으로 부터의 수익,부문
(주)원익아이피에스,240810,1313110163174,C2927,,,,,,단일부문
에이치엘홀딩스(주),060980,1313110030042,M7153,,정상채권,,,없음(부문명만),부문
에이치엘홀딩스(주),060980,1313110030042,M7153,,연체되었으나 손상되지 않은 채권,,,없음(부문명만),부문
에이치엘홀딩스(주),060980,1313110030042,M7153,,연체 또는사고로 인해손상된 채권,,,없음(부문명만),부문
에이치엘홀딩스(주),060980,1313110030042,M7153,,총액,,,없음(부문명만),부문
(주)신세계인터내셔날,031430,1101110282402,G4741,,패션 및 라이프스타일,패션 및 라이프스타일제조 및 도소매,442659,총매출액,부문
(주)신세계인터내셔날,031430,1101110282402,G4741,,코스메틱,화장품 제조 및 도소매,12516,총매출액,부문
(주)신세계인터내셔날,031430,1101110282402,G4741,,중단영업조정,,-213163,총매출액,부문
(주)코리아써키트,007810,1301110026749,C2622,,,,,,부문없음
에어부산(주),298690,1801110605121,H5110,,,,,,부문없음
한화비전(주),489790,1311110745562,C2642,,시큐리티부문,,2200629,수익,부문
한화비전(주),489790,1311110745562,C2642,,산업용장비부문,,491811,수익,부문
한화비전(주),489790,1311110745562,C2642,,반도체설계부문,,15753,수익,부문
(주)에스엠엔터테인먼트,041510,1101111128340,J5920,,,,,,부문없음
에이치디씨현대이피(주),089470,1650110006768,C2020,,PO,,657160,외부고객으로부터의 수익,부문
에이치디씨현대이피(주),089470,1650110006768,C2020,,PS,,310994,외부고객으로부터의 수익,부문
에이치디씨현대이피(주),089470,1650110006768,C2020,,건자재,,24508,외부고객으로부터의 수익,부문
대원강업(주),000430,1101110015556,C3039,,,,,,단일부문
(주)케이씨티시,009070,1101110149446,H4930,,운송 외,,587049,매출액,부문
(주)케이씨티시,009070,1101110149446,H4930,,하역작업 외,,132313,매출액,부문
(주)케이씨티시,009070,1101110149446,H4930,,소화물 외,,267342,매출액,부문
유진기업(주),023410,1101110376148,C2332,,레미콘등제조사업부문,,557403,외부매출액,부문
유진기업(주),023410,1101110376148,C2332,,건설사업부문,,1045,외부매출액,부문
유진기업(주),023410,1101110376148,C2332,,물류사업부문,,379771,외부매출액,부문
현대비앤지스틸(주),004560,1101110065395,C2412,,,,,,단일부문
(주)세아특수강,019440,1746110005478,C2412,,선재부문,,888039,외부고객 수익,부문
(주)세아특수강,019440,1746110005478,C2412,,자동차부품부문,,68617,외부고객 수익,부문
태림포장(주),011280,1301110010015,C1721,,골판지 및 골판지상자 제조업,,713413,세로형,부문
태림포장(주),011280,1301110010015,C1721,,골판지 원지 제조업,,96005,세로형,부문
(주)케이지이니시스,035600,1101111602667,K6619,,,,,,부문없음
아이에스동서(주),010780,1101110208383,C2332,,건설부문,,441704,매출액,부문
아이에스동서(주),010780,1101110208383,C2332,,콘크리트부문,,256760,매출액,부문
(주)카카오페이,377300,1311110478337,K6619,,,,,,부문없음
(주)케이티스카이라이프,053210,1101112149436,J6022,,케이티이엔에이,,210913,매출액,부문
(주)케이티스카이라이프,053210,1101112149436,J6022,,케이티에이치씨엔,,229496,매출액,부문
(주)한솔케미칼,014680,1101110270895,C2012,,정밀화학제품,,,없음(부문명만),부문
(주)한솔케미칼,014680,1101110270895,C2012,,제지/환경제품,,,없음(부문명만),부문
(주)한솔케미칼,014680,1101110270895,C2012,,전자소재,,,없음(부문명만),부문
(주)한솔케미칼,014680,1101110270895,C2012,,테이프류,,,없음(부문명만),부문
(주)한솔케미칼,014680,1101110270895,C2012,,특수가스,,,없음(부문명만),부문
(주)에스비에스,034120,1101110731483,J6021,,,,,,단일부문
사조동아원(주),008040,1244110000662,C1051,,제 분,,428056,매출액,부문
사조동아원(주),008040,1244110000662,C1051,,사 료,,246207,매출액,부문
(주)케이티씨에스,058850,1601110119712,J6399,,고객서비스사업,,259320,총외부수익,부문
(주)케이티씨에스,058850,1601110119712,J6399,,AICC사업,,241219,총외부수익,부문
(주)케이티씨에스,058850,1601110119712,J6399,,플랫폼사업,,26785,총외부수익,부문
(주)케이티씨에스,058850,1601110119712,J6399,,마케팅,,144269,총외부수익,부문
(주)케이티씨에스,058850,1601110119712,J6399,,전자상거래,,373642,총외부수익,부문
(주)신세계아이앤씨,035510,1101111408867,J6202,,IT서비스,신세계I&C,438611,외부매출액,부문
(주)신세계아이앤씨,035510,1101111408867,J6202,,IT유통,신세계I&C,197162,외부매출액,부문
(주)신세계아이앤씨,035510,1101111408867,J6202,,IT정보서비스,신세계I&C,51427,외부매출액,부문
에스지씨에너지(주),005090,1101110079817,D3530,,발전/에너지,증기 및 전기 생산,848712,매출액,부문
에스지씨에너지(주),005090,1101110079817,D3530,,유리,제병제품과 가정용 유리제품의 제조 판매,338472,매출액,부문
에스지씨에너지(주),005090,1101110079817,D3530,,건설 및 부동산,"토건, 플랜트 및 임대업",1366419,매출액,부문
에스지씨에너지(주),005090,1101110079817,D3530,,물류센터,물류센터 임대업,18050,매출액,부문
씨제이씨지브이(주),079160,1101111673220,J5914,,멀티플렉스운영,,1467074,총영업수익,부문
씨제이씨지브이(주),079160,1101111673220,J5914,,기술특별관 및콘텐츠 플랫폼,,146353,총영업수익,부문
씨제이씨지브이(주),079160,1101111673220,J5914,,IT 서비스,,853173,총영업수익,부문
인터지스(주),129260,1801110001973,H4930,,,,,,단일부문
에스케이바이오팜(주),326030,1101114570720,M7011,,,,,,단일부문
에이치디씨랩스(주),039570,1101111775365,F4231,,,,,,부문없음
(주)디비아이엔씨,012030,1101110210859,J6202,,IT,,361509,1. 매출액,부문
(주)디비아이엔씨,012030,1101110210859,J6202,,상사,,232858,1. 매출액,부문
(주)디비아이엔씨,012030,1101110210859,J6202,,브랜드,,44910,1. 매출액,부문
(주)삼표시멘트,038500,1101110738637,C2331,,시멘트사업부,,762793,매출액,부문
(주)삼표시멘트,038500,1101110738637,C2331,,레미콘사업부,,47310,매출액,부문
애경산업(주),018250,1101110398275,C2042,,생활용품,,441706,매출액,부문
애경산업(주),018250,1101110398275,C2042,,화장품,,254029,매출액,부문
(주)이노션,214320,1101113229097,M7131,,,,,,부문없음
대한해운(주),005880,1101110008212,H5011,,벌크선,,,없음(부문명만),부문
대한해운(주),005880,1101110008212,H5011,,LNG선,,,없음(부문명만),부문
대한해운(주),005880,1101110008212,H5011,,탱커선,,,없음(부문명만),부문
대한해운(주),005880,1101110008212,H5011,,무역업,,,없음(부문명만),부문
대한해운(주),005880,1101110008212,H5011,,광산업,,,없음(부문명만),부문
대한해운(주),005880,1101110008212,H5011,,건설업,,,없음(부문명만),부문
(주)엔에스쇼핑,138250,1101112262527,G4791,,,,,,사업보고서 없음
(주)유니드,014830,1101110275069,C2012,,국내부문,"가성칼륨 및 기타기초화학제품의 제조, 판매",601750,매출액,부문
(주)유니드,014830,1101110275069,C2012,,해외부문,"가성칼륨 및 기타기초화학제품의 제조, 판매",755132,매출액,부문
아주스틸(주),139990,1760110020145,C2419,,,,,,단일부문
(주)케이티아이에스,058860,1101112271510,N7599,,컨택센터사업,,452896,매출액,부문
(주)케이티아이에스,058860,1101112271510,N7599,,안내사업,,18285,매출액,부문
(주)케이티아이에스,058860,1101112271510,N7599,,유통사업,,110324,매출액,부문
한국공항(주),005430,1101110003692,H5293,,지상조업부문,"지상조업용역 및 기내식 지원용역, 급유판매 등",610902,매출액,부문
한국공항(주),005430,1101110003692,H5293,,제품판매부문,먹는샘물 및 축산물 등,22804,매출액,부문
진흥기업(주),002780,1101110006349,F4111,,관급토목,"도로, 항만, 국토개발사업 등 사회간접자본(SOC)의 도급공사",110362,매출액,부문
진흥기업(주),002780,1101110006349,F4111,,관급건축,"아파트, 상가, 주상복합, BTL, 민자 SOC, 턴키 등 신축분양 및 도급공사",110884,매출액,부문
진흥기업(주),002780,1101110006349,F4111,,민간건축,"재개발/재건축, 오피스텔, 주상복합, 아파트 등 도급공사",355136,매출액,부문
(주)웅진씽크빅,095720,2849110065613,P8570,,,,,,부문없음
한솔테크닉스(주),004710,1101110004682,C2629,,전자부품 사업,"TV 및 생활가전용 파워모듈, 무선충전모듈, 선박용전자장비 등",639388,외부고객으로부터의 수익,부문
한솔테크닉스(주),004710,1101110004682,C2629,,"제품,조립 사업",태양광모듈 및 휴대폰 조립 등,414206,외부고객으로부터의 수익,부문
한솔테크닉스(주),004710,1101110004682,C2629,,반도체 사업,"반도체 장비 부품 가공, 세정/코팅, 폐기물재활용 등",198830,외부고객으로부터의 수익,부문
(주)셀트리온제약,068760,1101112112764,C2121,,,,,,단일부문
(주)동양,001520,1101110005333,C2332,,건재 부문,,381380,세로형,부문
(주)동양,001520,1101110005333,C2332,,건설 부문,,112646,세로형,부문
(주)동양,001520,1101110005333,C2332,,플랜트 부문,,40817,세로형,부문
(주)동양,001520,1101110005333,C2332,,섬유 부문,,89330,세로형,부문
스튜디오드래곤(주),253450,1101116052164,J5911,,,,,,부문없음
효성아이티엑스(주),094280,1101111412256,N7599,,,,,,단일부문
에이치에스효성첨단소재(주),298050,1101116770170,C2050,,산업자재부문,,3431123,매출액,부문
에이치에스효성첨단소재(주),298050,1101116770170,C2050,,섬유부문,,341123,매출액,부문
에이치디현대에너지솔루션(주),322000,1101116265410,C2612,,분 류,,247,수익증권,부문
에이치디현대에너지솔루션(주),322000,1101116265410,C2612,,종 목,,254,수익증권,부문
사조산업(주),007160,1101110112328,C1021,,,,,,부문없음
태림페이퍼(주),019300,1301110026236,C1710,,,,,,사업보고서 없음
율촌화학(주),008730,1101110145147,C2223,,포장부문,,319542,매출액,부문
율촌화학(주),008730,1101110145147,C2223,,전자소재부문,,165841,매출액,부문
두산퓨얼셀(주),336260,2149110058935,C2811,,,,,,부문없음
자이에스앤디(주),317400,1101111934557,L6812,,주택사업부문,,131483,매출액,부문
자이에스앤디(주),317400,1101111934557,L6812,,HS사업부문,"홈네트워크공사, 시스클라인공사, 옵션공사, 아파트 A/S, 시설관리, 인프라운영관리 등",322429,매출액,부문
자이에스앤디(주),317400,1101111934557,L6812,,건축,"첨단공장/연구시설 등 건축, 플랜트 등",933684,매출액,부문
콜마비앤에이치(주),200130,1101115399517,C1089,,식품,건강기능식품 제조업,310985,매출액,부문
콜마비앤에이치(주),200130,1101115399517,C1089,,화장품 등,화장품 제조 및 상품유통,246113,매출액,부문
(주)파라다이스,034230,1101110129274,R9124,,,,,,부문없음
(주)카카오게임즈,293490,1311110351682,J5821,,,,,,부문없음
(주)삼양패키징,272550,1101115554418,C2223,,,,,,주석 못찾음
(주)사조오양,006090,1101110104820,C1021,,수산부문,"참치, 명태 등 수산물 어획 및 판매",96732,외부매출액,부문
(주)사조오양,006090,1101110104820,C1021,,제품부문,"맛살, 햄 등 식품가공",317090,외부매출액,부문
한화갤러리아(주),452260,1101118570891,G4711,,정상채권,,232322,세로형,부문
(주)원익큐엔씨,074600,1760110035615,C2612,,Quartz Ware,,362724,외부 매출액,부문
(주)원익큐엔씨,074600,1760110035615,C2612,,Ceramic,,25406,외부 매출액,부문
(주)원익큐엔씨,074600,1760110035615,C2612,,세 정,,111266,외부 매출액,부문
(주)원익큐엔씨,074600,1760110035615,C2612,,쿼츠 등 원재료,,437553,외부 매출액,부문
(주)케이티알파,036030,1101110822026,G4610,,,,,,부문없음
경남기업(주),000800,1101110008262,F4111,,건축 부문,,285492,매출액,부문
경남기업(주),000800,1101110008262,F4111,,토목 부문,,83309,매출액,부문
경남기업(주),000800,1101110008262,F4111,,플랜트 부문,,24128,매출액,부문
경남기업(주),000800,1101110008262,F4111,,해외 부문,,1259,매출액,부문
(주)에코프로머티리얼즈,450080,1717110132339,C2820,,,,,,주석 못찾음
한솔로지스틱스(주),009180,1101110150659,H5294,,,,,,부문없음
(주)지누스,013890,1347110002553,C3201,,,,,,부문없음
에이치디현대마린엔진(주),071970,1942110048381,C2911,,,,,,부문없음
에스케이이터닉스(주),475150,1311110729441,F4112,,신재생에너지,"풍력/태양광/연료전지발전소 EPC 및 설비 설치, 운영, 사업 개발 및 사업권 매각",348860,매출액,부문
에스케이이터닉스(주),475150,1311110729441,F4112,,ESS,"ESS 설비 설치, 운영, 전력절감서비스 제공",36781,매출액,부문
(주)원익피앤이,217820,1348110045535,C2929,,,,,,부문없음
(주)삼원강재,023000,1746110014924,C3039,,,,,,주석 못찾음
(주)포스코엠텍,009520,1746110000866,N7599,,철강원료 사업부문,탈산용 알루미늄,138392,세로형,부문
(주)포스코엠텍,009520,1746110000866,N7599,,제품포장 사업부문,철강제품 포장,178813,세로형,부문
(주)포스코엠텍,009520,1746110000866,N7599,,엔지니어링 사업부문,기계설비,5905,세로형,부문
(주)포스코엠텍,009520,1746110000866,N7599,,위탁운영 사업부문,페로망간 공장 등 운영,34322,세로형,부문
(주)다우기술,023590,1101110414758,J6312,,비금융,,2644132,매출액,부문
(주)다우기술,023590,1101110414758,J6312,,금융,,1528354,매출액,부문
(주)티케이케미칼,104480,1101113783457,C2050,,화학부문,,317006,세로형,부문
(주)티케이케미칼,104480,1101113783457,C2050,,건설부문,,21001,세로형,부문
(주)티케이케미칼,104480,1101113783457,C2050,,전자부문,,7750,세로형,부문
에스케이디앤디(주),210980,1101113001685,L6812,,부동산개발/운영,오피스/지식산업센터/상업시설/오피스텔/임대주택 등 개발 및 운영,381349,영업수익,부문
에스케이디앤디(주),210980,1101113001685,L6812,,가구,수입/국산가구 등의 판매 및 설치,64475,영업수익,부문
(주)에이치에스애드,035000,1101110375398,M7131,,,,,,단일부문
(주)디에이피,066900,1244110006602,C2622,,,,,,부문없음
(주)모보,051810,1201110017336,C2830,,,,,,사업보고서 없음
(주)멀티캠퍼스,067280,1101111960792,P8565,,정상,,51917,세로형,부문
(주)두산테스나,131970,1311110082427,C2611,,,,,,단일부문
(주)원익머트리얼즈,104830,1501110101662,C2012,,,,,,부문없음
한솔피엔에스(주),010420,1101110175970,G4645,,,,,,부문없음
휴젤(주),145020,1101112380890,C2110,,,,,,부문없음
(주)원익큐브,014190,1101110425432,G4673,,케미칼,,73731,매출액,부문
(주)원익큐브,014190,1101110425432,G4673,,건자재,,48985,매출액,부문
(주)원익큐브,014190,1101110425432,G4673,,실리콘,,20670,매출액,부문
(주)원익큐브,014190,1101110425432,G4673,,폴리머,,116136,매출액,부문
(주)원익큐브,014190,1101110425432,G4673,,DS,,20087,매출액,부문
(주)원익큐브,014190,1101110425432,G4673,,전자소재,,5152,매출액,부문
(주)한솔홈데코,025750,1101110825624,C1621,,MDF 등 나무제품의제조판매,,290553,수익,부문
롯데에너지머티리얼즈(주),020150,2149110003625,C2629,,,,,,부문없음
(주)현대에버다임,041440,1101111042574,C2924,,차량사업부문,,137236,매출액,부문
(주)현대에버다임,041440,1101111042574,C2924,,유압기계사업부문,,136671,매출액,부문
(주)현대에버다임,041440,1101111042574,C2924,,중장비사업부문,,15680,매출액,부문
(주)인터플렉스,051370,1350110042924,C2622,,,,,,단일부문
삼환기업(주),000360,1101110020307,F4122,,,,,,사업보고서 없음
(주)남선알미늄,008350,1701110005042,C2422,,알루미늄부문,,115566,세로형,부문
(주)남선알미늄,008350,1701110005042,C2422,,자동차부문,,139246,세로형,부문
(주)남선알미늄,008350,1701110005042,C2422,,남선홀딩스,,5781,세로형,부문
영진약품(주),003520,1101110043127,C2121,,,,,,부문없음
스튜디오에스(주),046140,1101111757694,J5911,,,,,,단일부문
(주)연우,115960,1201110101890,C2223,,(단위 : 천원),,140,사용수익권,부문
(주)다우데이타,032190,1101110863484,G4651,,비금융,,2644132,매출액,부문
(주)다우데이타,032190,1101110863484,G4651,,금융,,1528354,매출액,부문
(주)원익홀딩스,030530,1243110033235,C2927,,반도체장비부문,,236639,매출액,부문
(주)원익홀딩스,030530,1243110033235,C2927,,가스부문,,322467,매출액,부문
(주)원익홀딩스,030530,1243110033235,C2927,,신사업부문,,39362,매출액,부문
사조씨푸드(주),014710,1101110271596,C1021,,종업원급여,,6068,세로형,부문
사조씨푸드(주),014710,1101110271596,C1021,,사용수수료,,1485,세로형,부문
사조씨푸드(주),014710,1101110271596,C1021,,운반보관비,,2063,세로형,부문
사조씨푸드(주),014710,1101110271596,C1021,,수도광열비,,1,세로형,부문
케이지케미칼(주),001390,1243110008999,C2031,,,,,,부문없음
(주)케이티지니뮤직,043610,1601110024284,J6032,,음원,,184558,영업수익,부문
(주)케이티지니뮤직,043610,1601110024284,J6032,,도서 관련 컨텐츠,,85373,영업수익,부문
