법인등록번호,회사명,고유번호,매출액_백만원,매출근거,종업원수,종업원근거,사업보고서,오류
1101118465331,미래에셋비전기업인수목적3호 주식회사,01702424,0,2024 OFS 매출액,0,2024 2행,Y,
1101118871520,미래에셋비전기업인수목적4호 주식회사,01814233,,없음,0,2025 2행,Y,
1101118875225,미래에셋비전기업인수목적5호 주식회사,01817249,,없음,0,2025 2행,Y,
1101118885068,미래에셋비전기업인수목적6호 주식회사,01819867,0,2025 OFS 매출액,0,2025 2행,Y,
1101118936829,미래에셋비전기업인수목적7호 주식회사,01841635,0,2024 OFS 매출액,0,2025 2행,Y,
1101110932427,미래에셋비전기업인수목적8호 주식회사,01947072,,없음,0,2025 2행,Y,
1101110934004,미래에셋비전기업인수목적9호 주식회사,01946596,,없음,0,2025 2행,Y,
1101111879191,미래에셋새천년코리아벤처펀드일호,00318839,,없음,,없음,N,
1101114245167,미래에셋제1호기업인수목적(주),00798284,,없음,,없음,N,
1101115655448,미래에셋제3호기업인수목적(주),01065536,,없음,,없음,N,
1101111821423,미래에셋증권(주),00311030,,없음,,없음,N,
1650110013911,미래엔서해에너지,00498807,,없음,,없음,N,
1101114602789,미래일 주식회사,01828883,,없음,,없음,N,
1311110424132,미래정보기술 주식회사,01911253,,없음,,없음,N,
1101140345460,미래파트너쉽제사차유한회사,01899252,,없음,,없음,N,
1101111180514,미리넷(주),00361035,,없음,,없음,N,
1101115535038,미스터블루(주),01047840,67463,2025 CFS 매출액,108,2025 4행,Y,
1301110007707,미원상사(주),00121932,441137,2025 CFS 매출액,776,2025 10행,Y,
2101110123944,미원스페셜티케미칼(주),01234297,532122,2025 CFS 매출액,512,2025 5행,Y,
2301110172244,미원화학(주),00855163,284512,2025 OFS 매출액,235,2025 5행,Y,
1246110282266,미주설비(주),01950508,,없음,,없음,N,
1201110000711,미주제강(주),00115472,,없음,2,2025 2행,Y,
1801110015239,미진화학공업주식회사,00179717,,없음,,없음,N,
1801110000537,미창석유공업(주),00122056,405486,2025 OFS 매출액,84,2025 2행,Y,
1911110094420,민간임대허브제7호위탁관리부동산투자회사,01528910,,없음,,없음,N,
1243110036239,바낙스,00192903,,없음,,없음,N,
2201110086223,바다로19호선박투자회사,00910947,,없음,,없음,N,
2201110057456,바다로3호선박투자회사,00587101,,없음,,없음,N,
1101115527168,바디텍메드(주),01046708,162093,2025 CFS 매출액,601,2025 2행,Y,
1201111100213,바래온 주식회사,01910175,,없음,,없음,N,
1101115818971,바로종합건설 주식회사,02003001,,없음,,없음,N,
1101111643059,바스프퍼포먼스폴리아마이드코리아 주식회사,00299491,,없음,,없음,N,
1601110001927,바이엘크롭사이언스(주),00121862,,없음,,없음,N,
1452110002518,바이오시스,00265157,,없음,,없음,N,
2112110013457,바이오텐(주),01352575,,없음,17,2025 2행,Y,
1101112785355,바이오플러스 주식회사,00636656,90896,2025 CFS 매출액,187,2025 8행,Y,
1101110358956,바이온(주),00232089,20595,2025 CFS 매출액,7,2025 2행,Y,
1101115059773,바이젠셀 주식회사,01335790,22,2025 OFS 매출액,43,2025 6행,Y,
1345110307345,바이탈링크코리아주식회사,02009069,,없음,,없음,N,
1101140336617,바임홀딩스 유한회사,01953815,,없음,,없음,N,
2101110040255,반석중공업주식회사,01139868,,없음,,없음,N,
2101110071838,반석피이비 주식회사,01368275,,없음,,없음,N,
1101117976876,반월로지스에이디타운피에프브이 주식회사,01653094,,없음,,없음,N,
1101140036178,밤부랩코리아 유한회사,02029443,,없음,,없음,N,
1701410000940,방촌신용협동조합,01948044,,없음,,없음,N,
1101115141877,뱅크웨어글로벌(주),01138595,63448,2025 CFS 매출액,388,2025 6행,Y,
1101119072953,범계플러스제일차주식회사,01899261,,없음,,없음,N,
1101110015861,범양건영(주),00122694,71843,2025 CFS 매출액,43,2025 6행,Y,
1942110310912,범한퓨얼셀 주식회사,01435489,43361,2025 CFS 매출액,92,2025 2행,Y,
1101110252405,베뉴지(주),00267906,48243,2025 CFS 매출액,65,2025 2행,Y,
1101117579240,베르수니코리아주식회사,01617135,,없음,,없음,N,
1648110113039,베른 주식회사,01412938,,없음,,없음,N,
1101110947394,베아투스제일차주식회사,02032599,,없음,,없음,N,
1101140077120,벨코리아 유한회사,02022787,,없음,,없음,N,
1101110016827,벽산건설(주),00122922,,없음,,없음,N,
2101110109324,보광에스케이건설(주),01235232,,없음,,없음,N,
2060110001742,보구에너지(주),01911299,,없음,,없음,N,
1101110788153,보끄레머천다이징,00220589,,없음,,없음,N,
1801110149517,보람상조라이프(주),00666435,,없음,,없음,N,
1348110326191,보로노이(주),01327746,7512,2025 CFS 매출액,149,2025 2행,Y,
2001110068465,보배건설(주),00575054,,없음,,없음,N,
1955110072721,보성아이엔디(주),01911828,,없음,,없음,N,
1301110007765,보성파워텍(주),00267881,147486,2025 OFS 매출액,143,2025 2행,Y,
1101112230558,보운(주),00406189,,없음,,없음,N,
1101110934204,보일러제일차주식회사,01978328,,없음,,없음,N,
2011110000036,보해양조(주),00123541,89878,2025 OFS 매출액,227,2025 4행,Y,
1101110031510,부국증권(주),00123772,965463,2025 CFS 매출액,288,2025 6행,Y,
2001110001407,부국철강(주),00123781,179910,2025 OFS 매출액,59,2025 2행,Y,
1101114300474,부국퓨쳐스타즈기업인수목적주식회사,00808262,,없음,,없음,N,
1801110061943,부산방직공업(주),00124018,,없음,,없음,N,
1101110522618,부산산업(주),00124027,107530,2025 CFS 매출액,29,2025 2행,Y,
1801110002682,부산주공(주),00124151,195406,2025 OFS 매출액,241,2025 2행,Y,
1801110036045,부일여객자동차(주),01437308,,없음,,없음,N,
1101140035941,부천리빙제일차유한회사,01978416,,없음,,없음,N,
1101118901765,부천물류랜드마크피에프브이 주식회사,01897777,,없음,,없음,N,
1844410000427,북부산신용협동조합,01962220,,없음,,없음,N,
1311110277763,뷰로베리타스씨피에스코리아 주식회사,01275382,,없음,,없음,N,
1341110067343,뷰로베리타스씨피에스코리아테크 주식회사,01843891,,없음,,없음,N,
1101118095039,브라이트전국태양광2호 주식회사,01868012,,없음,,없음,N,
1101118365763,브라흐마자산운용 주식회사,01902158,,없음,,없음,N,
1101119090955,브랜뉴논현 주식회사,01903704,,없음,,없음,N,
1101111909865,브레인즈컴퍼니(주),00642897,25086,2025 CFS 매출액,116,2025 2행,Y,
1348110716821,브렌트우드,02006336,,없음,,없음,N,
1101117073458,브룩필드자산운용코리아 주식회사,01771567,,없음,,없음,N,
1358110483627,브리타니아오토 주식회사,01919884,,없음,,없음,N,
1101111777816,브릴리언트코리아 주식회사,00405728,,없음,,없음,N,
1101111654981,브이아이자산운용(주),00260514,,없음,,없음,N,
1348110068248,브이엠(주),00544577,144411,2025 CFS 매출액,102,2025 2행,Y,
1301110011328,브이오산업(주),00101947,,없음,,없음,N,
1101110569553,브이자산운용주식회사,00170460,,없음,,없음,N,
1101111462889,브이케이(주),00275808,,없음,,없음,N,
1101115552131,블레이스홀딩스(주),01539819,,없음,,없음,N,
1347110000408,블루산업개발 주식회사,00141404,93251,2025 CFS 매출액,100,2025 2행,Y,
1801110493980,블루센 주식회사,01545935,,없음,,없음,N,
1101117146677,블루코브자산운용 주식회사,01743458,,없음,,없음,N,
1101112625965,블리스팩,01088120,,없음,,없음,N,
1341110067418,비나텍주식회사,00563518,82228,2025 CFS 매출액,203,2025 6행,Y,
1601110416415,비드코칭연구소(주),01660863,,없음,,없음,N,
1243110035801,비디아이(주),00610490,2437,2024 CFS 매출액,6,2025 2행,Y,
1601110243678,비비씨 주식회사,01153105,51648,2025 CFS 매출액,110,2025 2행,Y,
1342110058902,비씨엔씨(주),01301623,87583,2025 CFS 매출액,303,2025 8행,Y,
1101115627455,비아생명공학(주),01138151,,없음,,없음,N,
1101115479799,비아코프 주식회사,01912960,,없음,,없음,N,
1801140034093,비앤브이코리아 유한회사,01900035,,없음,,없음,N,
2849110319838,비앤제이 주식회사,01910467,,없음,,없음,N,
1759110013648,비에스에너지 주식회사 ,02017280,,없음,,없음,N,
1345110668854,비에이치디앤씨 주식회사,01906905,,없음,,없음,N,
1943110006262,비에이치아이주식회사,00409788,774116,2025 CFS 매출액,688,2025 2행,Y,
1101112872839,비엔에프머티리얼즈(주),01221947,,없음,,없음,N,
1101118424600,비엔케이제1호기업인수목적(주),01689336,0,2024 OFS 매출액,1,2024 1행,Y,
1101118798120,비엔케이제2호기업인수목적(주),01800285,0,2024 OFS 매출액,1,2024 1행,Y,
1101110927257,비엔케이제3호기업인수목적(주),01933981,,없음,1,2025 1행,Y,
1101112620121,비엔피파리바카디프생명보험(주),00460798,,없음,,없음,N,
1345110659431,비엠디앤씨 주식회사,01906899,,없음,,없음,N,
1201111129495,비유바움 주식회사,01898396,,없음,,없음,N,
1101117659810,비전컨설팅그룹 주식회사,01890075,,없음,,없음,N,
1101119023138,비젠마스터피스 주식회사,01928004,,없음,,없음,N,
1101140332657,비젼컨버전스 유한회사,01892028,,없음,,없음,N,
1717110069201,비지스틸(주),00872850,,없음,,없음,N,
1101114355239,비쳉향푸드 주식회사,01897801,,없음,,없음,N,
1101110766703,비케이탑스(주),00273615,,없음,,없음,N,
1101113597783,비투엘물류 주식회사,01632471,,없음,,없음,N,
1101114445072,비트맥스(주),01409095,27214,2025 CFS 매출액,115,2025 4행,Y,
2001110228811,빅스포주식회사,00616810,,없음,,없음,N,
1101115685792,빅픽처인터렉티브,01712634,,없음,,없음,N,
1101119124043,빌리브본동제일차 주식회사,01903810,,없음,,없음,N,
2001110585344,빛고을중앙공원개발 주식회사,01541027,,없음,,없음,N,
1301110049246,빛샘전자(주),00359261,120858,2025 CFS 매출액,221,2025 2행,Y,
1114210022610,사단법인 아시안미션,01605468,,없음,,없음,N,
1951210000026,사단법인경화회,01938834,,없음,,없음,N,
1348110619421,사당복합개발피에프브이 주식회사,01619151,,없음,,없음,N,
1101118938635,사이몬제이앤컴퍼니 주식회사,01899599,,없음,,없음,N,
1101114519281,사토시홀딩스(주),01075126,18896,2025 CFS 매출액,30,2025 2행,Y,
1801110311059,산도브레이크 주식회사,01897625,,없음,,없음,N,
1741110003779,산도테크(주),00569770,,없음,,없음,N,
1341110027363,산양전기(주),00363325,,없음,,없음,N,
1101140200987,산업기반신보제십사차유동화전문 유한회사,01207248,,없음,,없음,N,
1101117091509,산은인베스트먼트 주식회사,01390195,,없음,,없음,N,
1101112892150,산은인프라자산운용 주식회사,00777962,,없음,,없음,N,
1101110137558,산은캐피탈(주),00260356,,없음,269,2025 4행,Y,
1101111020728,산일전기(주),00366438,501946,2025 CFS 매출액,333,2025 2행,Y,
1942110008252,산호피엔엘(주),00412533,,없음,,없음,N,
1801110000868,삼강실업주식회사,00567903,,없음,,없음,N,
1101110723927,삼강아스콘주식회사,01892259,,없음,,없음,N,
1101110547765,삼덕유화주식회사,00454283,,없음,,없음,N,
1101110004864,삼도물산(주),00125406,,없음,,없음,N,
1156110001401,삼륭물산(주),00125488,94256,2025 CFS 매출액,73,2025 2행,Y,
1314110136301,삼마종합건설(주),00964504,,없음,,없음,N,
1101110021628,삼목강업(주),00125628,,없음,,없음,N,
1101110400377,삼목에스폼(주),00125646,316985,2025 CFS 매출액,312,2025 2행,Y,
1942110000258,삼미금속(주),00125664,73796,2025 OFS 매출액,122,2025 2행,Y,
1101110545529,삼보모터스(주),00351092,1684582,2025 CFS 매출액,539,2025 2행,Y,
1801110020246,삼보산업 주식회사,00125822,285655,2025 CFS 매출액,330,2025 6행,Y,
1314110133612,삼보오토(주),00430089,143856,2025 CFS 매출액,272,2025 2행,Y,
1243110011322,삼보판지(주),00125938,539865,2025 CFS 매출액,284,2025 2행,Y,
1101110041634,삼부토건(주),00125974,110992,2025 CFS 매출액,176,2025 6행,Y,
1942110000034,삼성공조(주),00126201,117736,2025 CFS 매출액,148,2025 2행,Y,
1345110020773,삼성그라테크,01896158,,없음,,없음,N,
1101110923177,삼성기업인수목적10호(주),01910759,,없음,0,2025 1행,Y,
1101110928141,삼성기업인수목적11호(주),01935183,,없음,0,2025 1행,Y,
1101110937795,삼성기업인수목적13호(주),01957909,,없음,0,2025 1행,Y,
1101117761665,삼성기업인수목적4호(주),01528530,,없음,,없음,N,
1101118237201,삼성기업인수목적6호 주식회사,01624162,0,2024 OFS 매출액,1,2024 2행,Y,
1101118365862,삼성기업인수목적7호 주식회사,01675227,,없음,5,2024 2행,Y,
1101118463442,삼성기업인수목적8호(주),01700921,0,2024 OFS 매출액,1,2024 2행,Y,
1101118743802,삼성기업인수목적9호(주),01786514,0,2024 OFS 매출액,5,2024 2행,Y,
1358110162239,삼성디지털이미징(주),00721981,,없음,,없음,N,
1101117804564,삼성머스트기업인수목적5호 주식회사,01534522,,없음,,없음,N,
1101110002975,삼성물산(주),00126229,,없음,,없음,N,
1101110032568,삼성제약(주),00126414,46074,2025 OFS 매출액,87,2025 2행,Y,
1341110002365,삼아알미늄(주),00126779,271458,2025 CFS 매출액,383,2025 6행,Y,
1341110000765,삼아제약(주),00126788,77799,2025 CFS 매출액,310,2025 2행,Y,
1101110034308,삼양식품(주),00126955,2351785,2025 CFS 매출액,3025,2025 4행,Y,
1412110091185,삼양제분 주식회사,01361795,,없음,,없음,N,
1601110037592,삼영기계주식회사,00200488,,없음,,없음,N,
1101110027569,삼영무역(주),00127167,446867,2025 CFS 매출액,51,2025 2행,Y,
1943110005149,삼영엠텍(주),00250614,118462,2025 CFS 매출액,171,2025 4행,Y,
1801110172667,삼영이엔씨(주),00288343,33261,2025 OFS 매출액,190,2025 2행,Y,
1311110000205,삼영전자공업(주),00127200,149728,2025 CFS 매출액,305,2025 2행,Y,
1943110007080,삼영파트너스 주식회사,01961416,,없음,,없음,N,
1101116181327,삼우에이블 주식회사,01475043,,없음,,없음,N,
1748110063571,삼우컴퍼니 주식회사,01996704,,없음,,없음,N,
1701110000935,삼익THK(주),00127802,222175,2025 CFS 매출액,526,2025 2행,Y,
1201110009755,삼익제약(주),00127875,60020,2025 CFS 매출액,146,2025 2행,Y,
1101110016679,삼일제약(주),00128032,210253,2025 CFS 매출액,614,2025 2행,Y,
1243110020571,삼전순약공업(주),00478803,,없음,,없음,N,
1347110000333,삼정펄프(주),00128227,148565,2025 OFS 매출액,287,2025 2행,Y,
1101114128975,삼주마리타임주식회사,01452103,,없음,,없음,N,
1101110300303,삼지전자(주),00128315,4291096,2025 CFS 매출액,124,2025 4행,Y,
1801110991314,삼진식품(주),01370322,109497,2025 CFS 매출액,271,2025 10행,Y,
1101110088652,삼진제약(주),00128412,309133,2025 OFS 매출액,819,2025 2행,Y,
1311110054088,삼진지에스,00891970,,없음,,없음,N,
1446110018518,삼척에코건자재주식회사,01055405,,없음,,없음,N,
1348110003327,삼천당제약(주),00128546,231805,2025 CFS 매출액,436,2025 2행,Y,
1101110250136,삼천리자전거(주),00128607,175559,2025 CFS 매출액,107,2025 2행,Y,
1901110005551,삼현철강(주),00128926,217962,2025 OFS 매출액,86,2025 2행,Y,
1101110190340,삼호개발(주),00128980,409727,2025 CFS 매출액,2713,2025 2행,Y,
1101112687642,삼호종합개발 주식회사,01650802,,없음,,없음,N,
1243110011504,삼화기연(주),00267793,,없음,,없음,N,
1341110003462,삼화왕관(주),00129235,162897,2025 CFS 매출액,189,2025 2행,Y,
1501110000856,삼화전기(주),00129271,230067,2025 CFS 매출액,434,2025 2행,Y,
1348110000563,삼화전자공업(주),00129280,29632,2025 CFS 매출액,106,2025 2행,Y,
1345110003696,삼화콘덴서공업(주),00129350,294491,2025 CFS 매출액,658,2025 2행,Y,
1648110052815,상도종합건설(주),01735884,,없음,,없음,N,
1615110246714,상록자산관리대부 주식회사,02028550,,없음,,없음,N,
1101117138955,상상인이안제2호기업인수목적 주식회사,01390876,,없음,,없음,N,
1101118127733,상상인제3호기업인수목적 주식회사,01604371,,없음,,없음,N,
1101118542791,상상인제4호기업인수목적 주식회사,01717170,,없음,0,2025 2행,Y,
1741110000527,상신브레이크(주),00129642,542260,2025 CFS 매출액,622,2025 2행,Y,
1348110016007,상신이디피(주),00480783,250083,2025 CFS 매출액,290,2025 2행,Y,
1341110025060,상신전자(주),00760999,129139,2025 CFS 매출액,118,2025 2행,Y,
1615110030026,새론오토모티브(주),00305668,138694,2025 CFS 매출액,286,2025 2행,Y,
1911440001969,새진주신용협동조합,01906978,,없음,,없음,N,
1746110016699,새한에프앤비(주),00298711,,없음,,없음,N,
1913110007346,샘소슬(주),01895894,,없음,,없음,N,
1101112971178,샘코씨앤디 주식회사,00908845,,없음,,없음,N,
1101116110045,샘표식품(주),01167056,408926,2025 CFS 매출액,830,2025 2행,Y,
1101115233591,샤든코리아 주식회사,01907357,,없음,,없음,N,
1101118971669,샹그릴라개발제일차주식회사,01893407,,없음,,없음,N,
2047380000150,서남해수어류양식수산업협동조합,01943155,,없음,,없음,N,
1101111050783,서도엔지니어링(주),01336212,,없음,,없음,N,
1911440002292,서부새마을금고,02007663,,없음,,없음,N,
1101110926086,서브올림푸스제일차 주식회사,01962831,,없음,,없음,N,
2101410000529,서신신용협동조합,01935846,,없음,,없음,N,
2042110000784,서암기계공업(주),00166528,46501,2025 CFS 매출액,135,2025 2행,Y,
1311110012359,서영정밀주식회사,00253754,,없음,,없음,N,
1101330000634,서울대학교병원,01361403,,없음,,없음,N,
1101110360399,서울도시가스(주),00130684,1827997,2025 CFS 매출액,499,2025 2행,Y,
2001110684063,서울미래배움터주식회사,01906677,,없음,,없음,N,
1350110122156,서울바이오시스(주),00488402,763809,2025 CFS 매출액,193,2025 4행,Y,
1101110522436,서울반도체(주),00130763,1013523,2025 CFS 매출액,162,2025 4행,Y,
1101110099774,서울보증보험(주),00112998,,없음,1547,2025 2행,Y,
1812440003331,서울산새마을금고,01954203,,없음,,없음,N,
1101113134048,서울시메트로구호선 주식회사,00520133,,없음,,없음,N,
1101110059702,서울식품공업(주),00130879,68603,2025 OFS 매출액,231,2025 4행,Y,
1101119036115,서울역제일차 주식회사,01906729,,없음,,없음,N,
1141410000386,서울으뜸신용협동조합,00333494,,없음,,없음,N,
1101118992813,서울인호텔주식회사,01911642,,없음,,없음,N,
1243110009781,서울전자통신(주),00130587,33729,2025 CFS 매출액,53,2025 2행,Y,
1101114385103,서울중현주식회사,02026516,,없음,,없음,N,
1101110853419,서울평가정보(주),00260745,41257,2025 CFS 매출액,177,2025 8행,Y,
1542110004216,서원건설(주),01909072,,없음,,없음,N,
1801110861608,서원코리아 주식회사,02030971,,없음,,없음,N,
2101110020380,서주푸드(주),01013445,,없음,,없음,N,
1751110016937,서진중공업주식회사,01951765,,없음,,없음,N,
1146440000885,서초중앙새마을금고,02007104,,없음,,없음,N,
1311110319888,서플라이루트 주식회사,02003287,,없음,,없음,N,
1101110591928,서호전기(주),00220622,116625,2025 CFS 매출액,83,2025 2행,Y,
1449110003787,석광산업(주),01911192,,없음,,없음,N,
1301110007989,선도전기(주),00131939,38170,2025 CFS 매출액,101,2025 2행,Y,
1801340035510,선민회계법인,01876190,,없음,,없음,N,
1101111424243,선바이오(주),00407036,13672,2025 OFS 매출액,29,2025 2행,Y,
1101115680643,선샤인푸드(주),01068658,35162,2024 OFS 매출액,21,2024 8행,Y,
1101117819620,선스피어자산운용(주),01894318,,없음,,없음,N,
1101114460393,선우건설개발(주),02027931,,없음,,없음,N,
1201110306325,선진분말야금(주),01474275,,없음,,없음,N,
1350110029576,선진뷰티사이언스(주),00132202,80766,2025 CFS 매출액,228,2025 10행,Y,
1348110497695,선호산업 주식회사,01863451,,없음,,없음,N,
1101115924801,설성푸드 주식회사,01468441,,없음,,없음,N,
1101116730520,성공글로벌 (주),01913783,,없음,,없음,N,
1159110001257,성림유화(주),00199535,,없음,,없음,N,
1311110005114,성문전자(주),00132628,53675,2025 CFS 매출액,72,2025 2행,Y,
1801110558867,성민스틸(주),01907083,,없음,,없음,N,
1942710005856,성산회계법인,00813316,,없음,,없음,N,
1101110932472,성수오피스제일차 주식회사,01962248,,없음,,없음,N,
1601110080161,성신금속공업(주),00941488,,없음,,없음,N,
1101110072928,성신양회(주),00132804,1216265,2025 CFS 매출액,618,2025 2행,Y,
2301110059450,성안건설 주식회사,01223200,,없음,,없음,N,
1101113957979,성우에이치에스 주식회사,01911873,,없음,,없음,N,
1243110020000,성우전자(주),00364306,182738,2025 CFS 매출액,98,2025 2행,Y,
1942110025941,성우테크론(주),00350482,40916,2025 CFS 매출액,272,2025 4행,Y,
1101110211526,성원건설(주),00133034,,없음,,없음,N,
1244110171108,성원엠케이홀딩스(주),02000730,,없음,,없음,N,
2111110049793,성일하이텍 주식회사,01274329,194629,2025 CFS 매출액,332,2025 5행,Y,
1101110098940,성지건설(주),00133238,,없음,,없음,N,
1101114238039,성지피앤씨주식회사,01254963,,없음,,없음,N,
1841340000163,성현회계법인,00344418,,없음,,없음,N,
1701110061630,성협공업주식회사,00235484,,없음,,없음,N,
1101110145860,성호전자(주),00317210,231577,2025 CFS 매출액,86,2025 2행,Y,
1246110247921,성호제어기기 주식회사,01913738,,없음,,없음,N,
1101110914667,성화물산 주식회사,00675123,,없음,,없음,N,
1101111810179,세광인터내셔날네트워크(주),01172544,,없음,,없음,N,
1101111723257,세라에스이(주),01994432,,없음,,없음,N,
1348110470261,세마산업 주식회사,01729573,,없음,,없음,N,
1801110052091,세명전기공업(주),00133751,32333,2025 OFS 매출액,57,2025 2행,Y,
1543110007101,세미텍(주),00481676,,없음,,없음,N,
1101111100968,세바코리아 주식회사,01365515,,없음,,없음,N,
1801110015932,세방(주),00133812,1241786,2025 CFS 매출액,784,2025 2행,Y,
1101110202765,세방전지(주),00133858,2142068,2025 CFS 매출액,1284,2025 3행,Y,
2845110012696,세븐브로이맥주 주식회사,01575361,6831,2025 OFS 매출액,45,2025 2행,Y,
1101130003918,세븐브릿지제6호유니크글래스사모투자합자회사,01966785,,없음,,없음,N,
1101112954843,세석건설(주),01478828,,없음,,없음,N,
1845110000858,세신(주),00133928,,없음,,없음,N,
1701110022319,세신금속주식회사,00133900,,없음,,없음,N,
1101119119630,세운삼이삼제이차 주식회사,01896024,,없음,,없음,N,
1101340114392,세움회계법인,01895681,,없음,,없음,N,
1101110383200,세원개발주식회사,00444046,,없음,,없음,N,
1101113489609,세원이앤씨(주),00585219,74974,2025 CFS 매출액,166,2025 4행,Y,
1201110075243,세원텔레콤(주),00241120,,없음,,없음,N,
1601110004179,세원화성(주),00108047,,없음,,없음,N,
1355110237129,세유특강주식회사,01908587,,없음,,없음,N,
1101112493677,세이프아시아(주),00405074,,없음,,없음,N,
1801111582419,세익여객자동차주식회사,01890853,,없음,,없음,N,
1645110027004,세인스틸 주식회사,02009078,,없음,,없음,N,
1101111956973,세종머티리얼즈(주),00619020,,없음,,없음,N,
1101111534175,세종앤파트너스5 주식회사,01358436,,없음,,없음,N,
1101111323354,세종에머슨 주식회사,00239213,,없음,,없음,N,
1341110036992,세종텔레콤(주),00268002,284195,2025 CFS 매출액,143,2025 4행,Y,
2850110139308,세중건설(주),01356951,,없음,,없음,N,
1348110422775,세현제일차 주식회사,01307885,,없음,,없음,N,
1101115423928,세화헬스케어 주식회사,01449491,,없음,,없음,N,
1348110378655,센서콘 주식회사,02033118,,없음,,없음,N,
2841110243596,센트럴엔49피에프브이 주식회사,01730339,,없음,,없음,N,
1101110926616,센트럴이지제일차주식회사,01978461,,없음,,없음,N,
1812110012745,센트럴터미널코리아(주),00153940,,없음,,없음,N,
1101111463184,셀라니즈코리아 주식회사,00657288,,없음,,없음,N,
1101118679320,소니세미컨덕터솔루션코리아 주식회사,01770337,,없음,,없음,N,
1101111735880,소프트캠프(주),00656340,,없음,,없음,N,
1101116219037,소프트캠프(주),01182408,25721,2025 CFS 매출액,153,2025 2행,Y,
1413380000063,속초시수산업협동조합,01943377,,없음,,없음,N,
2146110012094,솔라원이호 주식회사,01625198,,없음,,없음,N,
2149110058927,솔루스첨단소재 주식회사,01412822,616083,2025 CFS 매출액,198,2025 6행,Y,
1101118340294,솔리드런자산운용 주식회사,01895399,,없음,,없음,N,
1615110225619,솔리스 주식회사,01906394,,없음,,없음,N,
1615110234826,솔리스이엔씨 주식회사,02015981,,없음,,없음,N,
1311110597525,솔브레인 주식회사,01489648,923381,2025 CFS 매출액,1133,2025 2행,Y,
1601110102733,솔젠트(주),00890652,3663,2024 OFS 매출액,56,2024 6행,Y,
1101140283131,솔타메디칼코리아 유한회사,01899164,,없음,,없음,N,
1101117128211,솔트웨어 주식회사,01390399,63674,2025 CFS 매출액,153,2025 8행,Y,
1701410000924,송라신용협동조합,01949511,,없음,,없음,N,
1801110145002,송보건설주식회사,00246888,,없음,,없음,N,
1801110000636,송원산업(주),00134963,1039162,2025 CFS 매출액,612,2025 2행,Y,
1101111799703,수비올 주식회사,00500713,,없음,,없음,N,
1943110017342,수성기체산업(주),00661999,,없음,,없음,N,
1101110313728,수성웹툰 주식회사,00243979,92774,2025 CFS 매출액,56,2025 3행,Y,
1101113646126,수성자산운용(주),00963657,,없음,,없음,N,
1101111032757,수암산업 주식회사,00812034,,없음,,없음,N,
1942110264606,수옵틱스,01924257,,없음,,없음,N,
1601110707351,수원당수피에프브이 주식회사,01922329,,없음,,없음,N,
2001110618442,숲건설 주식회사,01638624,,없음,,없음,N,
1101112462002,슈어소프트테크 주식회사,01012640,,없음,478,2025 2행,Y,
1101119025275,스몰스트림제삼차 주식회사,01902848,,없음,,없음,N,
1101111392656,스미토모에스에치아이싸이크로드라이브코리아(주),00474986,,없음,,없음,N,
1101140345056,스킨스퀘어드코리아 유한회사,02023430,,없음,,없음,N,
1352110023037,스탠다드펌(주),00970277,,없음,,없음,N,
1101117891842,스토어허브파이오니어1 주식회사,01894460,,없음,,없음,N,
1101118239413,스토어허브파이오니어8 주식회사,01894479,,없음,,없음,N,
1101116416683,스톤브릿지벤처스(주),01305249,25549,2025 OFS 매출액,22,2025 2행,Y,
1101113227299,스투트가르트스포츠카주식회사,00576354,,없음,,없음,N,
1101118599669,스튜디오더블엠(주),01893540,,없음,,없음,N,
1101115583368,스튜디오씨드코리아 주식회사,01898378,,없음,,없음,N,
1101118151435,스튜디오잼 주식회사,01640744,,없음,,없음,N,
1243110008204,스틱인베스트먼트(주),00117498,91217,2025 CFS 매출액,75,2025 2행,Y,
1311110631886,스파이더홀딩스 주식회사,01682184,,없음,,없음,N,
1601110411689,스페클립스(주),01599963,,없음,,없음,N,
1101110943719,스펙트라제이차 주식회사,01977842,,없음,,없음,N,
1101110926566,스펙트라제일차 주식회사,01977851,,없음,,없음,N,
1801111287324,시너지코리아 주식회사,01897032,,없음,,없음,N,
1101113826918,시마세이키코리아(주),00924320,,없음,,없음,N,
1101119025465,시아나제십삼차주식회사,01978470,,없음,,없음,N,
1201110780818,시큐레터 주식회사,01579570,1168,2025 OFS 매출액,25,2025 2행,Y,
1201111065392,신검단개발사업주식회사,01899997,,없음,,없음,N,
1201110002486,신광기업(주),00135670,,없음,,없음,N,
2001110012959,신광약품 주식회사,00182553,,없음,,없음,N,
1101116881563,신누리산업개발 주식회사,01959916,,없음,,없음,N,
1301110008789,신대양제지(주),00135777,639529,2025 CFS 매출액,114,2025 2행,Y,
1101110222218,신동아건설(주),00135883,,없음,,없음,N,
1101110008254,신라교역(주),00135962,454741,2025 CFS 매출액,496,2025 2행,Y,
1701110014522,신라섬유(주),00135999,3590,2025 OFS 매출액,6,2025 5행,Y,
1101110224727,신라에스지(주),00136004,70037,2025 CFS 매출액,169,2025 2행,Y,
1801110550194,신라젠(주),00919966,9225,2025 CFS 매출액,56,2025 2행,Y,
1149440000657,신목동새마을금고,01858103,,없음,,없음,N,
1615110036545,신비앤텍(주),00446479,,없음,101,2025 2행,Y,
1942110003096,신성델타테크(주),00136226,945363,2025 CFS 매출액,312,2025 4행,Y,
