지배법인,지배법인등록번호,대상,대상법인등록번호,지분율,장부가액,대상계층,대상소속그룹,대상A세분류,대상B1주업종,대상매출,대상묶음,연도
(주)하림지주,1601110003931,(주)맥시칸,1701110041062,100.0,1250000000,T2,,도매·상사,다품목·범용,"21,288",,2025
(주)하림지주,1601110003931,(주)엔에스쇼핑,1101112262527,100.0,259289000000,T2,,소매,다품목·범용,"612,077",,2025
(주)하림지주,1601110003931,(주)참트레이딩,1101114292481,100.0,5960000000,T2,,도매·상사,다품목·범용,"534,533",,2025
(주)하림지주,1601110003931,(주)한강식품,1115110019393,100.0,158301000000,T2,,완제품제조,식품·음료,"356,095",,2025
(주)하림지주,1601110003931,(주)에버미라클,2101110035222,96.24,4905000000,T2,,완제품제조,화학·소재,"7,726",,2025
(주)하림지주,1601110003931,농업회사법인(주)주원산오리,1601110135453,95.21,29458000000,T2,,완제품제조,식품·음료,"74,979",,2025
(주)하림지주,1601110003931,제일사료(주),1601110291544,88.11,96876000000,T2,,완제품제조,식품·음료,"770,537",,2025
(주)하림지주,1601110003931,(주)하림,2149110034430,57.37,143014000000,T2,,완제품제조,식품·음료,"1,394,006",,2025
(주)하림지주,1601110003931,(주)팜스코,1311110042950,56.34,90990000000,T2,,완제품제조,식품·음료,"1,427,996",,2025
(주)하림지주,1601110003931,팬오션(주),1101110004286,54.72,753976000000,T2,,운송·보관,해상운송,"4,144,072",,2025
(주)하림지주,1601110003931,(주)선진,1344110046664,50.0,74852000000,T2,,완제품제조,식품·음료,"990,914",,2025
(주)하이브,1101113166546,(주)빅히트뮤직,1101117942140,100.0,113305000000,T2,,콘텐츠·SW,음악·공연·엔터,"437,533",,2025
(주)하이브,1101113166546,(주)빌리프랩,1101116873883,100.0,153678000000,T2,,콘텐츠·SW,음악·공연·엔터,"154,711",,2025
(주)하이브,1101113166546,(주)플레디스엔터테인먼트,1101114385640,90.0,222623000000,T2,,콘텐츠·SW,음악·공연·엔터,"288,477",,2025
(주)하이브,1101113166546,(주)어도어,1101118077318,80.0,31360000000,T2,,콘텐츠·SW,음악·공연·엔터,"29,553",,2025
(주)하이브,1101113166546,(주)쏘스뮤직,1101115404514,80.0,16974000000,T2,,콘텐츠·SW,음악·공연·엔터,"77,895",,2025
(주)하이브,1101113166546,(주)케이오지엔터테인먼트,1101116937134,75.0,16726000000,T2,,콘텐츠·SW,음악·공연·엔터,"66,101",,2025
(주)하이브,1101113166546,(주)드림에이지,1101118237219,65.77,94627000000,T2,,콘텐츠·SW,게임,"62,750",,2025
(주)하이브,1101113166546,(주)수퍼톤,1311110586362,56.56,29023000000,T2,,콘텐츠·SW,소프트웨어·IT,"2,328",,2025
(주)하이브,1101113166546,(주)위버스컴퍼니,1101116799386,55.24,165610000000,T2,,플랫폼·중개,소프트웨어·IT,"299,662",,2025
(주)하이비젼시스템,1101114324127,주식회사 퓨런티어,1311110230307,30.5,2231000000,T1,,완제품제조,전자·정밀,12143,,2025
(주)한국비엔씨,1101116202305,(주)한국비티비,1101111651101,79.99,25922000000,T1,,완제품제조,의료·보건,32030,,2025
(주)한국스탠다드차타드은행,1101110013419,한국스탠다드차타드증권,1101113915498,100.0,293032000000,T1u,,금융,증권·투자매매업,,,2025
(주)한국토지신탁,1101111258220,코레이트자산운용 주식회사,1101110549068,88.22,11643598000,T1u,,금융,결제·핀테크,11923,,2025
(주)한독,1101110037005,주식회사 한독헬스케어,1101110926100,100.0,21467000000,T1u,,소매,식품·음료,,,2025
(주)한빛소프트,1101111628928,(주)한빛드론,1101113433333,53.7,1707312000,T1u,,도매·상사,다품목·범용,,,2025
(주)한샘,1341110003595,(주)한샘서비스,1101110964399,100.0,5175000000,T1u,,인적서비스,전문서비스,,,2025
(주)한샘,1341110003595,(주)한샘넥서스,1101110900517,100.0,27954000000,T1u,,완제품제조,생활용품·가구,,,2025
(주)한솔케미칼,1101110270895,(주)에이치에스머티리얼즈,2101110156151,90.01,7210000000,T2,,소재제조,화학·소재,"25,234",,2025
(주)한솔케미칼,1101110270895,(주)솔머티리얼즈,1501110275938,72.41,18013000000,T2,,소재제조,화학·소재,"21,982",,2025
(주)한솔케미칼,1101110270895,(주)바이옥스,1201110832916,51.0,9943000000,T2,,소재제조,화학·소재,"5,591",,2025
(주)한솔케미칼,1101110270895,삼영순화(주),1101110655378,49.0,14805000000,T1u,,소재제조,화학·소재,,,2025
(주)한솔케미칼,1101110270895,(주)테이팩스,1201110095499,44.89,35578000000,T2,,소재제조,화학·소재,"141,122",,2025
(주)한울반도체,1101117032545,주식회사 비트로,1101114721795,60.0,,T1u,,부품제조,전자·정밀,,,2025
(주)한울소재과학,1101112072330,주식회사 제이케이머트리얼즈,1348110646242,55.1,23337000000,T1u,,소재제조,화학·소재,,,2025
(주)한중엔시에스,1701110090291,(주)에이치디시,1701110878936,100.0,3584000000,T1u,,완제품제조,기계·운송기기,,,2025
(주)한중엔시에스,1701110090291,(주)에이치제이퓨처,1747110061858,51.0,1530000000,T1u,,완제품제조,기계·운송기기,,,2025
(주)한진,1101110003668,한진울산신항운영(주),2301110175389,100.0,4271000000,T2,,운송·보관,창고·물류,"6,101",,2025
(주)한진,1101110003668,한진인천컨테이너터미널(주),1201110730821,100.0,148743000000,T2,,운송·보관,창고·물류,"73,357",,2025
(주)한진,1101110003668,한진평택컨테이너터미널(주),1313110054589,68.0,16322000000,T2,,운송·보관,창고·물류,"36,193",,2025
(주)한진,1101110003668,한진부산컨테이너터미널(주),1941110012875,65.32,223730000000,T2,,운송·보관,창고·물류,"187,227",,2025
(주)한진,1101110003668,(주)휴데이터스,1101118175815,53.21,3023000000,T2,,콘텐츠·SW,소프트웨어·IT,"1,116",,2025
(주)한진,1101110003668,인천글로벌물류센터(주),1201111137513,51.0,9623000000,T2,,운송·보관,창고·물류,"14,818",,2025
(주)한진,1101110003668,부산글로벌물류센터(주),1801110669143,51.0,3570000000,T2,,운송·보관,창고·물류,"7,299",,2025
(주)한진,1101110003668,(주)오리엔트스타한진로직스센터,1801110787698,50.0,7434000000,T2,,운송·보관,창고·물류,"7,517",,2025
(주)한진,1101110003668,서울복합물류프로젝트금융투자(주),1101114660232,37.55,20325000000,T2,,시설·자산운영,부동산·임대,"58,591",,2025
(주)한진,1101110003668,서울복합물류자산관리(주),1101114659970,37.55,160000000,T2,,인적서비스,부동산·임대,"6,040",,2025
(주)한진,1101110003668,(주)한국티비티,1201110505878,33.33,4877000000,T2,,운송·보관,창고·물류,"5,538",,2025
(주)한진칼,1101115197193,(주)칼호텔네트워크,1101112240169,100.0,223495000000,T2,,시설·자산운영,레저·숙박·스포츠,"119,834",,2025
(주)한진칼,1101115197193,토파스여행정보(주),1101111674864,94.35,53655000000,T2,,플랫폼·중개,소프트웨어·IT,"35,663",,2025
(주)한진칼,1101115197193,정석기업(주),1101110026397,60.49,142293000000,T2,,시설·자산운영,부동산·임대,"45,981",,2025
(주)한진칼,1101115197193,(주)한진,1101110003668,30.2,175885000000,T2,,운송·보관,육상운송,"2,389,581",,2025
(주)한컴,1101110725064,주식회사 한컴라이프케어,1345110021549,36.13,64975000000,T1,,완제품제조,의료·보건,92088,,2025
(주)한화,1101110002959,에코이앤오(주),1341110226874,100.0,9759000000,T2,,시설·자산운영,에너지·자원·환경,"26,682",,2025
(주)한화,1101110002959,(주)에이치씨앤디,1345110634467,100.0,990000000,모수밖,,,,0,,2025
(주)한화,1101110002959,한화모멘텀(주),1311110740447,100.0,238293000000,T2,,완제품제조,기계·운송기기,"397,333",,2025
(주)한화,1101110002959,엣지코어피에프브이(주),1345110700945,90.0,4500000000,모수밖,,,,0,,2025
(주)한화,1101110002959,아산배방개발(주),1345110531085,70.0,,T2,,시설·자산운영,부동산·임대,"123,202",,2025
(주)한화,1101110002959,한화로보틱스(주),1311110716977,67.97,62831000000,T2,,완제품제조,기계·운송기기,"11,333",,2025
(주)한화,1101110002959,원주그린(주),1101114636431,51.09,,T2,,시설·자산운영,에너지·자원·환경,"14,033",,2025
(주)한화,1101110002959,에이치헤리티지(주),1244110405896,50.0,500000000,T2,,시설·자산운영,부동산·임대,"21,016",,2025
(주)한화,1101110002959,(주)대전역세권개발피에프브이,1244110284620,50.0,40619000000,모수밖,,,,0,,2025
(주)한화,1101110002959,한화호텔앤드리조트(주),1101110249709,49.8,249132000000,T2,,시설·자산운영,레저·숙박·스포츠,"680,729",,2025
(주)한화,1101110002959,(주)에이치밸리,1348110187775,49.0,,모수밖,,,,0,,2025
(주)한화,1101110002959,(주)수서역환승센터복합개발,1345110563749,46.16,21662000000,T2,,시설·자산운영,부동산·임대,59,,2025
(주)한화,1101110002959,(주)일산씨월드,1101114368901,46.0,,T2,,인적서비스,음악·공연·엔터,"8,984",,2025
(주)한화,1101110002959,한화생명보험(주),1101110003204,43.24,1449073000000,T2,,금융,보험업,"14,474,187",,2025
(주)한화,1101110002959,(주)한화이글스,1601110007214,40.0,,T2,,인적서비스,레저·숙박·스포츠,"74,643",,2025
(주)한화,1101110002959,한화솔루션(주),1101110360935,36.15,1273520000000,T2,,소재제조,화학·소재,"5,739,541",,2025
(주)한화,1101110002959,한화갤러리아(주),1101118570891,36.15,143627000000,T2,,소매,다품목·범용,"404,341",,2025
(주)한화,1101110002959,에스피남양주별내피에프브이(주),1101118003652,35.99,8218000000,모수밖,,,,0,,2025
(주)한화,1101110002959,한화비전(주),1311110745562,33.95,90837000000,T2,,완제품제조,전자·정밀,"821,604",,2025
(주)한화,1101110002959,한화에어로스페이스(주),1942110000480,32.18,1500245000000,T2,,완제품제조,기계·운송기기,"9,525,138",,2025
(주)헥토이노베이션,1101114063535,주식회사 헥토헬스케어,1101115143302,53.2,68849000000,T1u,,완제품제조,식품·음료,,,2025
(주)헥토이노베이션,1101114063535,(주)헥토파이낸셜,1101112085523,38.5,44576000000,T1,,금융,증권·투자매매업,187435,,2025
(주)헥토이노베이션,1101114063535,주식회사 헥토,1101117075090,30.0,8409000000,T1u,,인적서비스,전문서비스,,,2025
(주)헥토파이낸셜,1101112085523,(주)엠트웰브,1101113222273,100.0,3600000000,T1u,,플랫폼·중개,다품목·범용,,,2025
(주)헥토파이낸셜,1101112085523,주식회사 헥토,1101117075090,70.0,19642657000,T1u,,인적서비스,전문서비스,,,2025
(주)현대그린푸드,1345110623337,(주)현대캐터링시스템,1101114940931,100.0,17203000000,T2,,인적서비스,고용·인력,"218,010",,2025
(주)현대그린푸드,1345110623337,(주)비노에이치,1345110567478,100.0,5248000000,T2,,소매,식품·음료,"5,802",,2025
(주)현대리바트,1345110034097,(주)현대리바트엠앤에스,1345110098019,100.0,600000000,T2,,소매,생활용품·가구,"42,887",,2025
(주)현대백화점,1101112644725,(주)현대디에프,1101116164795,100.0,69916000000,T2,,소매,다품목·범용,"1,014,019",,2025
(주)현대백화점,1101112644725,(주)더현대광주,2001110717195,100.0,305463000000,모수밖,,,,0,,2025
(주)현대백화점,1101112644725,한무쇼핑(주),1101110525795,56.05,1245161000000,T2,,소매,다품목·범용,"642,177",,2025
(주)현대백화점,1101112644725,(주)지누스,1347110002553,38.0,485533000000,T2,,완제품제조,생활용품·가구,"387,592",,2025
(주)현대이지웰,1101112693235,주식회사 현대벤디스,1341110376570,89.51,15406000000,T1u,,콘텐츠·SW,소프트웨어·IT,,,2025
(주)현대지에프홀딩스,1101110095201,(주)현대드림투어,1101113434307,100.0,5908000000,T2,,플랫폼·중개,레저·숙박·스포츠,"39,945",,2025
(주)현대지에프홀딩스,1101110095201,(주)씨엔에스푸드시스템,1512110011644,100.0,17124000000,T2,,완제품제조,식품·음료,"35,082",,2025
(주)현대지에프홀딩스,1101110095201,(주)현대홈쇼핑,1101112248882,57.4,438358000000,T2,,소매,다품목·범용,"1,089,889",,2025
(주)현대지에프홀딩스,1101110095201,(주)현대이지웰,1101112693235,50.0,147309000000,T2,,콘텐츠·SW,소프트웨어·IT,"137,875",,2025
(주)현대지에프홀딩스,1101110095201,(주)현대에버다임,1101111042574,45.2,66516000000,T2,,완제품제조,기계·운송기기,"272,554",,2025
(주)현대지에프홀딩스,1101110095201,(주)현대리바트,1345110034097,41.2,142978000000,T2,,완제품제조,생활용품·가구,"1,477,292",,2025
(주)현대지에프홀딩스,1101110095201,(주)현대그린푸드,1345110623337,39.3,198468000000,T2,,도매·상사,식품·음료,"2,274,222",,2025
(주)현대지에프홀딩스,1101110095201,대원강업(주),1101110015556,32.8,86212000000,T2,,부품제조,기계·운송기기,"781,508",,2025
(주)현대퓨처넷,1101110842785,(주)현대바이오랜드,1101111192981,35.0,75388000000,T2,,소재제조,화학·소재,"130,499",,2025
(주)현대홈쇼핑,1101112248882,(주)현대엘앤씨,1101115453644,100.0,216492000000,T2,,소재제조,화학·소재,"848,894",,2025
(주)현대홈쇼핑,1101112248882,(주)현대퓨처넷,1101110842785,78.6,314031000000,T2,,시설·자산운영,통신·네트워크,"134,347",,2025
(주)현대홈쇼핑,1101112248882,(주)한섬,1101110531578,40.5,431614000000,T2,,완제품제조,의류·패션,"1,489,379",,2025
(주)호텔신라,1101110145519,에스비티엠(주),1101116536556,100.0,10053752000,T2,,플랫폼·중개,레저·숙박·스포츠,"21,219",,2025
(주)호텔신라,1101110145519,(주)에스에이치피코퍼레이션,1101118151310,100.0,6437988000,T2,,시설·자산운영,레저·숙박·스포츠,"68,062",,2025
(주)호텔신라,1101110145519,신라에이치엠(주),1101115433927,100.0,15000000000,T2,,시설·자산운영,레저·숙박·스포츠,"170,129",,2025
(주)호텔신라,1101110145519,에이치디씨신라면세점(주),1101115722916,50.0,20000000000,T2,,소매,다품목·범용,"476,458",,2025
(주)화승코퍼레이션,1845110001252,주식회사 화승알앤에이,2341110120538,32.79,52520000000,T1,,부품제조,기계·운송기기,714559,,2025
(주)화인써키트,1201110063785,(주)유앤씨인터내셔널,1101116078425,65.0,15815000000,T1u,,완제품제조,의료·보건,,,2025
(주)황금에스티,1101110504195,(주)유에스티,1101116298148,66.01,15806000000,T1,,소재제조,금속,57966,,2025
(주)황금에스티,1101110504195,(주)이상네트웍스,1101111892010,37.5,56220000000,T1,,도매·상사,다품목·범용,103782,,2025
(주)효성,1101110030497,효성벤처스(주),1101118356952,100.0,6267000000,T2,,금융,자산운용업,"3,164",,2025
(주)효성,1101110030497,효성굿스프링스(주),1101110653653,100.0,86459000000,T2,,완제품제조,기계·운송기기,"230,089",,2025
(주)효성,1101110030497,(주)에프엠케이,1101110938925,100.0,18707000000,T2,,도매·상사,기계·운송기기,"48,656",,2025
(주)효성,1101110030497,공덕경우개발(주),1101114441955,73.0,,T2,,시설·자산운영,부동산·임대,"28,647",,2025
(주)효성,1101110030497,효성투자개발(주),1101110216451,59.0,412132000000,T2,,시설·자산운영,부동산·임대,462,,2025
(주)효성,1101110030497,효성티앤에스(주),1101110511546,54.0,206923000000,T2,,완제품제조,기계·운송기기,"916,199",,2025
(주)효성,1101110030497,효성중공업(주),1101116770154,33.0,650195000000,T2,,완제품제조,기계·운송기기,"4,097,814",,2025
(주)효성,1101110030497,효성화학(주),1101116770188,33.0,,T2,,소재제조,화학·소재,"1,271,649",,2025
(주)휴맥스홀딩스,1101110604200,(주)휴맥스,1345110144268,34.92,77062750000,T1,,도매·상사,기계·운송기기,394166,,2025
(주)휴온스,1311110446029,주식회사 휴온스생명과학,1501110211651,100.0,8391000000,T1u,,소재제조,의약·바이오,,,2025
(주)휴온스,1311110446029,(주)팬젠,1311110248194,36.67,27502000000,T1,,소재제조,의약·바이오,13416,,2025
(주)휴온스글로벌,1101110400202,(주)휴엠앤씨,1201110290289,59.01,27861000000,T1,,완제품제조,생활용품·가구,52307,,2025
(주)휴온스글로벌,1101110400202,(주)휴온스랩,1314110407489,58.19,19250000000,T1u,,소재제조,의약·바이오,,,2025
(주)휴온스글로벌,1101110400202,(주)휴온스,1311110446029,41.89,218054000000,T1,,소재제조,의약·바이오,620768,,2025
(주)휴온스글로벌,1101110400202,(주)휴메딕스,1101112727141,36.51,29623000000,T1,,소재제조,의약·바이오,170052,,2025
AJ네트웍스 주식회사,1101111874654,에이제이트랜스밸류 주식회사,1101118843488,100.0,561871000,T1u,,운송·보관,창고·물류,,,2025
CS 홀딩스(주),1101110008486,조선선재(주),1717110086312,45.33,33018580000,T1,,부품제조,금속,51761,,2025
KD(주),1201110012914,(주)라인개발,2001110244726,100.0,1000000,T2,,시공·건설,건설·시공,"2,594",,2025
KISCO홀딩스(주),1901110001872,환영철강공업(주),1801110028026,83.5,216701000000,T1u,,소재제조,금속,378577,,2025
KISCO홀딩스(주),1901110001872,한국철강(주),1942110094318,60.34,264347000000,T1,,소재제조,금속,486605,,2025
KPX홀딩스(주),1101113520627,(주)진양홀딩스,1801110618091,67.12,85505000000,T1,,소재제조,화학·소재,279815,,2025
KPX홀딩스(주),1101113520627,케이피엑스일렉트로켐 주식회사,1311110078097,59.52,12241000000,T1u,,부품제조,전자·정밀,1252,,2025
KPX홀딩스(주),1101113520627,KPX케미칼(주),1101110166903,52.28,100967000000,T1,,소재제조,화학·소재,808350,,2025
SK증권(주),1101110037112,주식회사엠에스상호저축은행,1701110004656,97.03,81351000000,T1u,,금융,은행업,,,2025
SK증권(주),1101110037112,솔라시도스마트시티(주),2014110027042,38.43,1000000000,모수밖,,,,0,,2025
가온전선(주),1341110000567,(유)문경가온태양광발전,1754140000582,100.0,1520000000,T2,,시설·자산운영,에너지·자원·환경,249,,2025
가온전선(주),1341110000567,(주)지앤피,1301110008797,100.0,76549000000,T2,,소재제조,금속,"462,800",,2025
가온전선(주),1341110000567,(주)모보,1201110017336,100.0,13983000000,T2,,소재제조,금속,"317,331",,2025
가온전선(주),1341110000567,이지전선(주),2101110151622,100.0,4201000000,T2,,소재제조,금속,"4,551",,2025
가온전선(주),1341110000567,(주)디케이씨,1243110014313,100.0,4927000000,T2,,소재제조,금속,"129,722",,2025
가온전선(주),1341110000567,(주)지앤피우드,1615110281984,100.0,6026000000,T2,,소재제조,화학·소재,"24,061",,2025
가온전선(주),1341110000567,(유)전주가온태양광발전,2101140156121,100.0,1233000000,T2,,시설·자산운영,에너지·자원·환경,579,,2025
갤럭시아머니트리(주),1101111081928,갤럭시아에프엔(주),1101110928273,100.0,100000000,모수밖,,,,0,,2025
갤럭시아머니트리(주),1101111081928,갤럭시아메타버스(주),1101117894010,100.0,100000000,T2,,콘텐츠·SW,소프트웨어·IT,"1,136",,2025
계룡건설산업(주),1601110003121,시흥거모피에프브이 주식회사,1601110707244,95.0,4750000000,T1u,,시설·자산운영,부동산·임대,,,2025
계룡건설산업(주),1601110003121,(주)케이알산업,1712110002799,73.0,120356000000,T1u,,시공·건설,건설·시공,,,2025
계룡건설산업(주),1601110003121,주식회사 고삼하이파크,1344110092584,60.0,20558000000,T1u,,인적서비스,외식·급식,,,2025
계룡건설산업(주),1601110003121,시흥거모에스3피에프브이 주식회사,1344110013231,44.0,2200000000,T1u,,시설·자산운영,부동산·임대,,,2025
고려아연(주),1101110168404,케이잼(주),2301110328053,100.0,168055000000,모수밖,,,,0,,2025
고려아연(주),1101110168404,(주)케이지엑스,1812110020558,100.0,500000000,T2,,시공·건설,건설·시공,"106,765",,2025
고려아연(주),1101110168404,케이지그린텍(주),2301110164077,100.0,603000000,T2,,시설·자산운영,에너지·자원·환경,"15,385",,2025
고려아연(주),1101110168404,스틸싸이클(주),1101114260123,100.0,89151000000,T2,,소재제조,금속,"74,579",,2025
고려아연(주),1101110168404,켐코(주),1311110470424,73.44,168953000000,T2,,부품제조,전자·정밀,"289,705",,2025
고려아연(주),1101110168404,케이지트레이딩(주),1101110365068,49.97,77299000000,T2,,도매·상사,다품목·범용,"612,543",,2025
고려아연(주),1101110168404,한화신한테라와트아워(주),1101118731964,33.33,5530000000,T2,,시설·자산운영,에너지·자원·환경,"4,684",,2025
광동제약(주),1101110152134,코리아이플랫폼(주),1101112008921,71.3,45083000000,T1u,,플랫폼·중개,다품목·범용,,,2025
광동제약(주),1101110152134,광동헬스바이오(주),1101110907521,65.6,33369000000,T1,,완제품제조,식품·음료,66979,,2025
광동제약(주),1101110152134,프리시젼바이오(주),1601110265995,54.7,27401000000,T1,,완제품제조,의료·보건,19925,,2025
국도화학(주),1101110126642,서교흥업(주),1101110287395,100.0,94074000000,T1u,,시설·자산운영,부동산·임대,,,2025
국도화학(주),1101110126642,정도이앤피(주),1101110020399,100.0,25000000000,T1u,,소재제조,화학·소재,,,2025
국일제지(주),1345110001377,국일그래핀(주),1601110499049,100.0,1234599000,모수밖,,,,0,,2025
극동유화(주),1845110001335,케이앤디에너젠주식회사,2301110387976,50.0,39921000000,T1u,,소재제조,화학·소재,,,2025
금강공업(주),1801110034320,삼미금속(주),1942110000258,73.45,21584234000,T1,,부품제조,금속,73796,,2025
금강공업(주),1801110034320,(주)케이에스피,1801110328550,50.16,21165548000,T1,,완제품제조,기계·운송기기,95532,,2025
금강공업(주),1801110034320,고려산업(주),1801110001494,47.39,20320258000,T1,,완제품제조,식품·음료,297322,,2025
금양그린파워(주),1812110025384,금양에코파크(주),2301110333755,42.0,5305000000,T1u,,완제품제조,기계·운송기기,,,2025
금양그린파워(주),1812110025384,주식회사 해오름에너지,2201110254630,35.0,6580000000,T1u,,인적서비스,전문서비스,,,2025
금호건설(주),1101110134877,금호에이엠씨 주식회사,2055110074360,100.0,900000000,T1u,,인적서비스,부동산·임대,,,2025
금호석유화학(주),1101110205975,금호폴리켐(주),1101110400533,100.0,199140000000,T2,,소재제조,화학·소재,"729,822",,2025
금호석유화학(주),1101110205975,케이앤에이치특수가스(주),2062110089934,100.0,6592000000,T2,,소재제조,화학·소재,"3,205",,2025
금호석유화학(주),1101110205975,금호피앤비화학(주),2062110018313,100.0,148764000000,T2,,소재제조,화학·소재,"1,641,442",,2025
금호석유화학(주),1101110205975,금호티앤엘(주),2062110039707,100.0,102885000000,T2,,운송·보관,창고·물류,"98,477",,2025
금호석유화학(주),1101110205975,코리아에너지발전소(주),1101114881218,96.13,14490000000,T2,,시설·자산운영,에너지·자원·환경,"4,181",,2025
금호석유화학(주),1101110205975,금호리조트(주),1345110105856,66.72,189072000000,T2,,시설·자산운영,레저·숙박·스포츠,"107,028",,2025
금호석유화학(주),1101110205975,영광백수풍력발전(주),2001110366942,51.0,11022000000,T2,,시설·자산운영,에너지·자원·환경,"11,161",,2025
금호석유화학(주),1101110205975,금호미쓰이화학(주),1101110612980,50.0,68827000000,T2,,소재제조,화학·소재,"1,656,373",,2025
기아(주),1101110037998,이음(주),1101110926302,100.0,900000000,모수밖,,,,0,,2025
기아(주),1101110037998,기아타이거즈(주),2001110003883,100.0,,T2,,인적서비스,레저·숙박·스포츠,"76,844",,2025
기아(주),1101110037998,현대트랜시스(주),1614110008562,40.43,666841000000,T2,,부품제조,기계·운송기기,"8,997,445",,2025
기아(주),1101110037998,현대캐피탈(주),1101110995378,40.13,1483051000000,T2,,금융,여신전문금융업,"5,280,745",,2025
기아(주),1101110037998,동희오토 주식회사,1614110010012,35.1,10803000000,T1u,,완제품제조,기계·운송기기,,,2025
기아(주),1101110037998,현대엔지비(주),1101112094201,31.71,2525000000,T2,,인적서비스,전문서비스,"50,767",,2025
기아(주),1101110037998,현대파텍스(주),1614110015955,31.0,14307000000,T2,,부품제조,기계·운송기기,"75,881",,2025
기아(주),1101110037998,에이치엠지에스(유),1101140338473,30.6,27545000000,모수밖,,,,0,,2025
깨끗한나라(주),1101110063779,(주)케이엔티,1101111546633,48.55,534000000,모수밖,,완제품제조,기계·운송기기,,,2025
나무에이엑스(주),1101116016673,나무아이씨티 주식회사,1358110378472,60.0,500000000,T1u,,도매·상사,전자·정밀,,,2025
남화산업(주),2001110021009,한국씨엔티(주),1746110005246,43.79,83924315000,T1u,,소재제조,화학·소재,,,2025
네이버(주),1101111707178,(주)오디언소리,1101114586412,100.0,,T2,,콘텐츠·SW,음악·공연·엔터,"4,514",,2025
네이버(주),1101111707178,네이버클라우드(주),1311110230662,100.0,201671000000,T2,,플랫폼·중개,소프트웨어·IT,"1,554,458",,2025
네이버(주),1101111707178,(주)엔비전스,1101114044808,100.0,1453000000,T2,,인적서비스,사업지원서비스,"2,282",,2025
네이버(주),1101111707178,네이버웹툰컴퍼니(주),1311110481364,100.0,,T2,,콘텐츠·SW,미디어·광고·영상,925,,2025
네이버(주),1101111707178,네이버랩스(주),1311110469344,100.0,11590000000,T2,,플랫폼·중개,소프트웨어·IT,"73,565",,2025
네이버(주),1101111707178,네이버아이앤에스(주),1311110225209,100.0,28031000000,T2,,인적서비스,사업지원서비스,"17,316",,2025
네이버(주),1101111707178,스노우(주),1311110455731,90.0,647003000000,T2,,플랫폼·중개,소프트웨어·IT,"96,584",,2025
네이버(주),1101111707178,네이버파이낸셜(주),1311110571446,69.0,29654000000,T2,,금융,결제·핀테크,"1,861,207",,2025
네이버(주),1101111707178,네이버핸즈(주),1311110610054,50.8,64000000,T2,,인적서비스,사업지원서비스,"2,453",,2025
네이버(주),1101111707178,(주)차이나랩,1101116200945,49.0,98000000,T2,,플랫폼·중개,소프트웨어·IT,"1,953",,2025
네이버(주),1101111707178,(주)위버스컴퍼니,1101116799386,44.42,411884000000,T2,,플랫폼·중개,소프트웨어·IT,"299,662",,2025
넷마블(주),1101114731299,아이지에스(주),1101113157199,100.0,514000000,T2,,콘텐츠·SW,게임,"33,436",,2025
넷마블(주),1101114731299,엔탑자산관리(주),1101115985853,100.0,300000000,T2,,인적서비스,사업지원서비스,"7,331",,2025
넷마블(주),1101114731299,엠엔비(주),1101116256089,100.0,3000000,T2,,인적서비스,미디어·광고·영상,"9,795",,2025
넷마블(주),1101114731299,지타워플러스(주),1101118756152,100.0,3517000000,T2,,시설·자산운영,레저·숙박·스포츠,"1,218",,2025
넷마블(주),1101114731299,마브렉스(주),1101118183115,100.0,1000000000,T2,,인적서비스,소프트웨어·IT,"6,644",,2025
넷마블(주),1101114731299,넷마블넥서스(주),1101115047687,99.49,74656000000,T2,,콘텐츠·SW,게임,"111,994",,2025
넷마블(주),1101114731299,지타운피에프브이(주),1101116985802,95.0,163605000000,모수밖,,,,0,,2025
넷마블(주),1101114731299,넷마블엔투(주),1101114697920,86.78,31782000000,T2,,콘텐츠·SW,게임,"77,001",,2025
넷마블(주),1101114731299,넷마블에프앤씨(주),1101115356062,79.49,23134000000,T2,,콘텐츠·SW,게임,"69,589",,2025
넷마블(주),1101114731299,넷마블네오(주),1101114886151,78.5,10379000000,T2,,콘텐츠·SW,게임,"123,606",,2025
넷마블(주),1101114731299,넷마블몬스터(주),1101112044214,75.67,25634000000,T2,,콘텐츠·SW,게임,"55,525",,2025
넷마블(주),1101114731299,(주)미디어웹,1101111796486,68.84,3580000000,T2,,플랫폼·중개,소프트웨어·IT,"9,623",,2025
넷마블(주),1101114731299,잼팟(주),1101115569805,57.0,456000000,T2,,콘텐츠·SW,게임,"26,407",,2025
농업회사법인 우듬지팜 주식회사,1643110019980,농업회사법인 나인팜 주식회사,1614110064407,87.9,1000000000,T1u,,자원채취,농림수산,,,2025
다올투자증권(주),1101110878706,다올프라이빗에쿼티 주식회사,1101118046347,80.42,10061000000,T1u,,금융,자산운용업,,,2025
대명에너지 주식회사,1311110051935,제피로스에너지(주),1101117369203,100.0,15020000000,T1u,,시설·자산운영,에너지·자원·환경,,,2025
대명에너지 주식회사,1311110051935,김천풍력발전주식회사,1101113386798,77.0,16638132000,T1u,,시설·자산운영,에너지·자원·환경,,,2025
대명에너지 주식회사,1311110051935,금성산풍력발전 주식회사,1101115711000,71.0,15345745000,T1u,,시설·자산운영,에너지·자원·환경,,,2025
대명에너지 주식회사,1311110051935,도음산풍력발전(주),1101115752567,55.0,,T1u,,시설·자산운영,에너지·자원·환경,,,2025
