record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,po_id,po_line_id,contract_id,supplier_id,material_id,order_date,due_date,order_quantity,quantity_uom,unit_price,currency,status
prc-02-667f8635bb79,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-26166cf293c8,PO-000157,PO-000157-10,CTR-00017,SUP-0007,RM-CU-CONC,2026-07-05,2026-09-03,24.0,TON,11132.67,USD,DELIVERED
prc-02-1e1c7ee26e3c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-eb8943412cec,PO-000158,PO-000158-10,CTR-00018,SUP-0008,RM-MHP,2026-07-22,2026-09-27,28.5,TON,11218.64,USD,DELIVERED
prc-02-2ca049bbb923,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-08e921ceeba6,PO-000159,PO-000159-10,CTR-00019,SUP-0009,RM-H2SO4,2026-02-09,2026-04-24,33.0,TON,104.55,KRW,OPEN
prc-02-607ad42b1e8c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-112bdcb58f87,PO-000160,PO-000160-10,CTR-00020,SUP-0010,RM-LIME,2026-02-26,2026-05-18,37.5,TON,10616.87,USD,OPEN
prc-02-2a44a4acaca9,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-baabf8dc9a14,PO-000161,PO-000161-10,CTR-00001,SUP-0001,RM-CU-CONC,2026-03-15,2026-04-02,42.0,TON,10530.9,KRW,DELIVERED
prc-02-57f701207642,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-719176f5fa6d,PO-000162,PO-000162-10,CTR-00002,SUP-0002,RM-MHP,2026-04-02,2026-04-27,46.5,TON,10616.87,USD,DELIVERED
prc-02-bea6e2d12166,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5e59eebf2342,PO-000163,PO-000163-10,CTR-00003,SUP-0003,RM-H2SO4,2026-04-19,2026-05-21,51.0,TON,106.25,USD,DELIVERED
prc-02-8736011a5687,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-646c840571df,PO-000164,PO-000164-10,CTR-00004,SUP-0004,RM-LIME,2026-05-06,2026-06-14,55.5,TON,10788.8,USD,DELIVERED
prc-02-1baa1a457d3c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-da87ed6c4963,PO-000165,PO-000165-10,CTR-00005,SUP-0005,MAT-RA-0013,2026-05-23,2026-07-08,60.0,TON,10874.77,KRW,DELIVERED
prc-02-229ae04f2b5e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-62a0694fdd1a,PO-000166,PO-000166-10,CTR-00006,SUP-0006,MAT-CO-0014,2026-06-09,2026-08-01,15.0,EA,10960.74,USD,DELIVERED
prc-02-d7430e05c437,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-00d7e5af270c,PO-000167,PO-000167-10,CTR-00007,SUP-0007,MAT-CO-0015,2026-06-26,2026-08-25,19.5,EA,11046.7,USD,DELIVERED
prc-02-f1d8ba1f3294,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8a566a1a54f6,PO-000168,PO-000168-10,CTR-00008,SUP-0008,MAT-RA-0018,2026-07-13,2026-09-18,24.0,TON,11132.67,USD,DELIVERED
prc-02-de12b45dd20a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9520d3764935,PO-000169,PO-000169-10,CTR-00009,SUP-0009,MAT-RA-0019,2026-02-01,2026-04-16,28.5,TON,11218.64,KRW,DELIVERED
prc-02-6a5c22614d7e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-197b480c6a58,PO-000170,PO-000170-10,CTR-00010,SUP-0010,MAT-CO-0020,2026-02-18,2026-05-10,33.0,EA,10530.9,USD,OPEN
prc-02-d1e97576aefc,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-464107a28c90,PO-000171,PO-000171-10,CTR-00011,SUP-0001,MAT-CO-0021,2026-03-07,2026-03-25,37.5,EA,10616.87,KRW,DELIVERED
prc-02-b10dfb2f7274,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9b993f0bf478,PO-000172,PO-000172-10,CTR-00012,SUP-0002,MAT-RA-0024,2026-03-24,2026-04-18,42.0,TON,10702.84,USD,DELIVERED
prc-02-59fdea91bb7f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e4000b415b37,PO-000173,PO-000173-10,CTR-00013,SUP-0003,MAT-RA-0025,2026-04-10,2026-05-12,46.5,TON,10788.8,USD,OPEN
prc-02-c7ece9b7f3c8,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2711a9cf2352,PO-000174,PO-000174-10,CTR-00014,SUP-0004,MAT-CO-0026,2026-04-27,2026-06-05,51.0,EA,10874.77,USD,DELIVERED
prc-02-3d25126aa1a2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-262dc165ca23,PO-000175,PO-000175-10,CTR-00015,SUP-0005,MAT-CO-0027,2026-05-14,2026-06-29,55.5,EA,10960.74,KRW,DELIVERED
prc-02-0628a93d2602,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-38f685846f4e,PO-000176,PO-000176-10,CTR-00016,SUP-0006,MAT-RA-0030,2026-06-01,2026-07-24,60.0,TON,11046.7,USD,DELIVERED
prc-02-c97af4960487,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-beae91041fc8,PO-000177,PO-000177-10,CTR-00017,SUP-0007,RM-CU-CONC,2026-06-18,2026-08-17,15.0,TON,11132.67,USD,OPEN
prc-02-3abb0ec44bbd,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bda6b74930a4,PO-000178,PO-000178-10,CTR-00018,SUP-0008,RM-MHP,2026-07-05,2026-09-10,19.5,TON,11218.64,USD,DELIVERED
prc-02-213c4c79e8d3,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a48b8464cc40,PO-000179,PO-000179-10,CTR-00019,SUP-0009,RM-H2SO4,2026-07-22,2026-10-04,24.0,TON,104.55,KRW,DELIVERED
prc-02-cbf0bbbd2190,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-98c840ef6323,PO-000180,PO-000180-10,CTR-00020,SUP-0010,RM-LIME,2026-02-09,2026-05-01,28.5,TON,10616.87,USD,DELIVERED
prc-02-8efb8496fc7f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-46d45a06ddc2,PO-000181,PO-000181-10,CTR-00001,SUP-0001,RM-CU-CONC,2026-02-26,2026-03-16,33.0,TON,10530.9,KRW,OPEN
prc-02-62ad50d1b915,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7580a2e9a3f9,PO-000182,PO-000182-10,CTR-00002,SUP-0002,RM-MHP,2026-03-15,2026-04-09,37.5,TON,10616.87,USD,OPEN
prc-02-64772df05406,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ad9b0feac662,PO-000183,PO-000183-10,CTR-00003,SUP-0003,RM-H2SO4,2026-04-02,2026-05-04,42.0,TON,106.25,USD,OPEN
prc-02-9c60e17848e5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c3b071f3fa39,PO-000184,PO-000184-10,CTR-00004,SUP-0004,RM-LIME,2026-04-19,2026-05-28,46.5,TON,10788.8,USD,OPEN
prc-02-8c3d110278b8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6e901bf2a071,PO-000185,PO-000185-10,CTR-00005,SUP-0005,MAT-RA-0013,2026-05-06,2026-06-21,51.0,TON,10874.77,KRW,DELIVERED
prc-02-387332c75f8e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c78029e7ddf0,PO-000186,PO-000186-10,CTR-00006,SUP-0006,MAT-CO-0014,2026-05-23,2026-07-15,55.5,EA,10960.74,USD,DELIVERED
prc-02-171d763b2e8b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fca05237655b,PO-000187,PO-000187-10,CTR-00007,SUP-0007,MAT-CO-0015,2026-06-09,2026-08-08,60.0,EA,11046.7,USD,OPEN
prc-02-dbf81b08e79e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2109d50a20c0,PO-000188,PO-000188-10,CTR-00008,SUP-0008,MAT-RA-0018,2026-06-26,2026-09-01,15.0,TON,11132.67,USD,DELIVERED
prc-02-29c5d9165866,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bb1880e2fc1b,PO-000189,PO-000189-10,CTR-00009,SUP-0009,MAT-RA-0019,2026-07-13,2026-09-25,19.5,TON,11218.64,KRW,OPEN
prc-02-2bad3dd9d414,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0f2df308d9c4,PO-000190,PO-000190-10,CTR-00010,SUP-0010,MAT-CO-0020,2026-02-01,2026-04-23,24.0,EA,10530.9,USD,OPEN
prc-02-5024079b970e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0394b1b6abad,PO-000191,PO-000191-10,CTR-00011,SUP-0001,MAT-CO-0021,2026-02-18,2026-03-08,28.5,EA,10616.87,KRW,OPEN
prc-02-e7208f38685d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e4181c23f57c,PO-000192,PO-000192-10,CTR-00012,SUP-0002,MAT-RA-0024,2026-03-07,2026-04-01,33.0,TON,10702.84,USD,DELIVERED
prc-02-5523e226d30f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-320993682bec,PO-000193,PO-000193-10,CTR-00013,SUP-0003,MAT-RA-0025,2026-03-24,2026-04-25,37.5,TON,10788.8,USD,OPEN
prc-02-7638a40a1341,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3aaddde6674b,PO-000194,PO-000194-10,CTR-00014,SUP-0004,MAT-CO-0026,2026-04-10,2026-05-19,42.0,EA,10874.77,USD,DELIVERED
prc-02-6d5ee86a2b71,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-95f2878ef5d1,PO-000195,PO-000195-10,CTR-00015,SUP-0005,MAT-CO-0027,2026-04-27,2026-06-12,46.5,EA,10960.74,KRW,DELIVERED
prc-02-366a280e97d6,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d808d412045b,PO-000196,PO-000196-10,CTR-00016,SUP-0006,MAT-RA-0030,2026-05-14,2026-07-06,51.0,TON,11046.7,USD,DELIVERED
prc-02-c5f8810dfc36,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b3720459ab64,PO-000197,PO-000197-10,CTR-00017,SUP-0007,RM-CU-CONC,2026-06-01,2026-07-31,55.5,TON,11132.67,USD,OPEN
prc-02-a9a625704ac5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b98d376348a3,PO-000198,PO-000198-10,CTR-00018,SUP-0008,RM-MHP,2026-06-18,2026-08-24,60.0,TON,11218.64,USD,OPEN
prc-02-7dacd5e5640e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b38437e0dcec,PO-000199,PO-000199-10,CTR-00019,SUP-0009,RM-H2SO4,2026-07-05,2026-09-17,15.0,TON,104.55,KRW,OPEN
prc-02-7d881ec0e277,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-961e2d3ee7e3,PO-000200,PO-000200-10,CTR-00020,SUP-0010,RM-LIME,2026-07-22,2026-10-11,19.5,TON,10616.87,USD,DELIVERED
