record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,observation_id,indicator_code,target_ref,observed_at,published_at,value,unit,source_id,trust_grade
ext-03-cacd11fe6594,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bf88c249deac,EXT3-SEA_FREIGHT-202506,SEA_FREIGHT,LANE,2025-06-30,2025-07-12,152.8648,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-347d00dc7e58,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cff15d873921,EXT3-INDUSTRIAL_POWER-202506,INDUSTRIAL_POWER,plant-afs-battery-02,2025-06-30,2025-07-12,120.8338,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-eacbfa0e67a2,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-237fc03d84c9,EXT3-MFG_DEMAND_INDEX-202506,MFG_DEMAND_INDEX,INDUSTRY,2025-06-30,2025-07-12,94.7473,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-0bba568dcba4,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-df3ae6ede33d,EXT3-SEA_FREIGHT-202507,SEA_FREIGHT,LANE,2025-07-31,2025-08-12,145.8114,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-e0f51745cff6,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2f691527721d,EXT3-INDUSTRIAL_POWER-202507,INDUSTRIAL_POWER,plant-afs-battery-02,2025-07-31,2025-08-12,117.365,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-ad2b2e8a0efe,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0587687da88d,EXT3-MFG_DEMAND_INDEX-202507,MFG_DEMAND_INDEX,INDUSTRY,2025-07-31,2025-08-12,95.628,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-5395ead41074,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2312e5cc3a2e,EXT3-SEA_FREIGHT-202508,SEA_FREIGHT,LANE,2025-08-31,2025-09-12,146.629,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-eae18d5f1275,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fab8a3a4c45c,EXT3-INDUSTRIAL_POWER-202508,INDUSTRIAL_POWER,plant-afs-battery-02,2025-08-31,2025-09-12,120.917,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-18d7d1aa94eb,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3e8352dff453,EXT3-MFG_DEMAND_INDEX-202508,MFG_DEMAND_INDEX,INDUSTRY,2025-08-31,2025-09-12,96.7806,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-4f294ac30093,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8efd99d0916e,EXT3-SEA_FREIGHT-202509,SEA_FREIGHT,LANE,2025-09-30,2025-10-12,145.8596,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-800c441459d4,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-167dfc9667ff,EXT3-INDUSTRIAL_POWER-202509,INDUSTRIAL_POWER,plant-afs-battery-02,2025-09-30,2025-10-12,121.3131,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-0036279e26b3,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e0b49d12e73a,EXT3-MFG_DEMAND_INDEX-202509,MFG_DEMAND_INDEX,INDUSTRY,2025-09-30,2025-10-12,98.1333,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-99f87313134f,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e29e35b41b41,EXT3-SEA_FREIGHT-202510,SEA_FREIGHT,LANE,2025-10-31,2025-11-12,128.8568,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-61864860fe22,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e64ef54c1c42,EXT3-INDUSTRIAL_POWER-202510,INDUSTRIAL_POWER,plant-afs-battery-02,2025-10-31,2025-11-12,123.7879,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-77615c01e639,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c30a9aaaa1f5,EXT3-MFG_DEMAND_INDEX-202510,MFG_DEMAND_INDEX,INDUSTRY,2025-10-31,2025-11-12,99.6021,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-e36633504d99,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8c7979786f12,EXT3-SEA_FREIGHT-202511,SEA_FREIGHT,LANE,2025-11-30,2025-12-12,141.9952,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-5e725d9f696a,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3ab6e5fc777f,EXT3-INDUSTRIAL_POWER-202511,INDUSTRIAL_POWER,plant-afs-battery-02,2025-11-30,2025-12-12,126.2474,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-7e25b61821c0,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e41c6136677a,EXT3-MFG_DEMAND_INDEX-202511,MFG_DEMAND_INDEX,INDUSTRY,2025-11-30,2025-12-12,101.0956,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-e7078d833a5c,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9ab745742cfb,EXT3-SEA_FREIGHT-202512,SEA_FREIGHT,LANE,2025-12-31,2026-01-12,129.5973,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-6f264ff5b8c9,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d6b12b9df766,EXT3-INDUSTRIAL_POWER-202512,INDUSTRIAL_POWER,plant-afs-battery-02,2025-12-31,2026-01-12,127.6693,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-e34bb8a4a663,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-88d3bc8e5732,EXT3-MFG_DEMAND_INDEX-202512,MFG_DEMAND_INDEX,INDUSTRY,2025-12-31,2026-01-12,102.521,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-8cfc48e73064,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-738477a4cf5c,EXT3-SEA_FREIGHT-202601,SEA_FREIGHT,LANE,2026-01-31,2026-02-12,135.6444,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-e0a0f4663071,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4bb69efef3a2,EXT3-INDUSTRIAL_POWER-202601,INDUSTRIAL_POWER,plant-afs-battery-02,2026-01-31,2026-02-12,125.4059,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-3015b9d593f2,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a84d230b7304,EXT3-MFG_DEMAND_INDEX-202601,MFG_DEMAND_INDEX,INDUSTRY,2026-01-31,2026-02-12,103.7897,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-6b3aae547704,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2c25e85c24ea,EXT3-SEA_FREIGHT-202602,SEA_FREIGHT,LANE,2026-02-28,2026-03-12,136.5495,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-8d4e0c750a51,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7235196c5f18,EXT3-INDUSTRIAL_POWER-202602,INDUSTRIAL_POWER,plant-afs-battery-02,2026-02-28,2026-03-12,124.1564,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-17f930eb418c,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e58018d1952f,EXT3-MFG_DEMAND_INDEX-202602,MFG_DEMAND_INDEX,INDUSTRY,2026-02-28,2026-03-12,104.8227,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-3de6e0834103,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-06faacbabebd,EXT3-SEA_FREIGHT-202603,SEA_FREIGHT,LANE,2026-03-31,2026-04-12,145.0952,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-2adf845629a9,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-76480552f157,EXT3-INDUSTRIAL_POWER-202603,INDUSTRIAL_POWER,plant-afs-battery-02,2026-03-31,2026-04-12,123.8711,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-f697a4c0bfc3,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-85d84dab3044,EXT3-MFG_DEMAND_INDEX-202603,MFG_DEMAND_INDEX,INDUSTRY,2026-03-31,2026-04-12,105.5559,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-7ca07e779c96,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d3cb9c7be01b,EXT3-SEA_FREIGHT-202604,SEA_FREIGHT,LANE,2026-04-30,2026-05-12,152.3301,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-24d25f97d649,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d6850e79b28e,EXT3-INDUSTRIAL_POWER-202604,INDUSTRIAL_POWER,plant-afs-battery-02,2026-04-30,2026-05-12,125.5865,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-e455dbcfff87,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d6f60c56ae69,EXT3-MFG_DEMAND_INDEX-202604,MFG_DEMAND_INDEX,INDUSTRY,2026-04-30,2026-05-12,105.9436,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-f0a657f62d43,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f9229a068b1d,EXT3-SEA_FREIGHT-202605,SEA_FREIGHT,LANE,2026-05-31,2026-06-12,154.1958,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-b0098a6d6f49,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3237441d81f6,EXT3-INDUSTRIAL_POWER-202605,INDUSTRIAL_POWER,plant-afs-battery-02,2026-05-31,2026-06-12,122.952,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-fb56de616e93,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1e5577d76f16,EXT3-MFG_DEMAND_INDEX-202605,MFG_DEMAND_INDEX,INDUSTRY,2026-05-31,2026-06-12,105.9618,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-a78a0fb59fc5,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-10ec6d262250,EXT3-SEA_FREIGHT-202606,SEA_FREIGHT,LANE,2026-06-30,2026-07-12,148.6143,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-cc0983e0e1c2,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bdf50d79a3b0,EXT3-INDUSTRIAL_POWER-202606,INDUSTRIAL_POWER,plant-afs-battery-02,2026-06-30,2026-07-12,123.6626,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-fde0e3757e4e,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-156aebcd4c39,EXT3-MFG_DEMAND_INDEX-202606,MFG_DEMAND_INDEX,INDUSTRY,2026-06-30,2026-07-12,105.6094,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-379b027969f4,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-66cd6ee993e7,EXT3-SEA_FREIGHT-202607,SEA_FREIGHT,LANE,2026-07-31,2026-08-12,143.4784,USD/TON,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-740714c22bd0,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7500198b9bd9,EXT3-INDUSTRIAL_POWER-202607,INDUSTRIAL_POWER,plant-afs-battery-02,2026-07-31,2026-08-12,121.7162,KRW/KWH,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-03-fa448f4ae28d,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9211c7d56ff4,EXT3-MFG_DEMAND_INDEX-202607,MFG_DEMAND_INDEX,INDUSTRY,2026-07-31,2026-08-12,104.9081,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
