record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,material_id,material_code,material_name,aliases,material_type,grade,base_uom,valuation_class,benchmark_code,active
mdm-01-df07a58de2d5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4b0489520801,MAT-FI-0167,MAT-FI-0167,완제품 167,완제품167|DEMO-167,FINISHED,G4,TON,FINISHED,,True
mdm-01-a571486e88e5,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c5d75b3f38fe,MAT-RA-0168,MAT-RA-0168,원료첨가제 168,원료첨가제168|DEMO-168,RAW,G1,TON,RAW,,True
mdm-01-7596d5086bcd,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a727c48ab011,MAT-RA-0169,MAT-RA-0169,공정소모품 169,공정소모품169|DEMO-169,RAW,G2,TON,RAW,,True
mdm-01-99804960ad28,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-da2d9401a1f0,MAT-CO-0170,MAT-CO-0170,포장재 170,포장재170|DEMO-170,CONSUMABLE,G3,EA,CONSUMABLE,,True
mdm-01-ee83b5df2fb1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-837d8e1acbc0,MAT-CO-0171,MAT-CO-0171,예비품 171,예비품171|DEMO-171,CONSUMABLE,G4,EA,CONSUMABLE,,True
mdm-01-191e294ff9d5,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-75ce73b1dc27,MAT-WI-0172,MAT-WI-0172,중간재 172,중간재172|DEMO-172,WIP,G1,TON,WIP,,True
mdm-01-775263738c01,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-37a01c4fec8f,MAT-FI-0173,MAT-FI-0173,완제품 173,완제품173|DEMO-173,FINISHED,G2,TON,FINISHED,,True
mdm-01-9a74e00c0767,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c36f724895d6,MAT-RA-0174,MAT-RA-0174,원료첨가제 174,원료첨가제174|DEMO-174,RAW,G3,TON,RAW,,True
mdm-01-9694a9db383d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-34600dcb45a6,MAT-RA-0175,MAT-RA-0175,공정소모품 175,공정소모품175|DEMO-175,RAW,G4,TON,RAW,,True
mdm-01-e4219afff1c0,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b8862d5d314b,MAT-CO-0176,MAT-CO-0176,포장재 176,포장재176|DEMO-176,CONSUMABLE,G1,EA,CONSUMABLE,,True
mdm-01-6e73203b4015,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5d00edea7959,MAT-CO-0177,MAT-CO-0177,예비품 177,예비품177|DEMO-177,CONSUMABLE,G2,EA,CONSUMABLE,,True
mdm-01-3700f837c83a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3a870da2cd99,MAT-WI-0178,MAT-WI-0178,중간재 178,중간재178|DEMO-178,WIP,G3,TON,WIP,,True
mdm-01-0f107c4329ca,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-367370b6fefa,MAT-FI-0179,MAT-FI-0179,완제품 179,완제품179|DEMO-179,FINISHED,G4,TON,FINISHED,,True
mdm-01-ea79eb28ad4c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-00622d3a4295,MAT-RA-0180,MAT-RA-0180,원료첨가제 180,원료첨가제180|DEMO-180,RAW,G1,TON,RAW,,True
mdm-01-cd6bd3b93095,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d25d846fd4f6,MAT-RA-0181,MAT-RA-0181,공정소모품 181,공정소모품181|DEMO-181,RAW,G2,TON,RAW,,True
mdm-01-1092139e4d4d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-443f8bf5bb82,MAT-CO-0182,MAT-CO-0182,포장재 182,포장재182|DEMO-182,CONSUMABLE,G3,EA,CONSUMABLE,,True
mdm-01-94026586234b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-707e8fbcdd90,MAT-CO-0183,MAT-CO-0183,예비품 183,예비품183|DEMO-183,CONSUMABLE,G4,EA,CONSUMABLE,,True
mdm-01-cad9a5672206,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-777d776395a2,MAT-WI-0184,MAT-WI-0184,중간재 184,중간재184|DEMO-184,WIP,G1,TON,WIP,,False
mdm-01-c66056b184ef,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-33ea4e5bac46,MAT-FI-0185,MAT-FI-0185,완제품 185,완제품185|DEMO-185,FINISHED,G2,TON,FINISHED,,True
mdm-01-94d7bce6196b,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-957e6ff451b3,MAT-RA-0186,MAT-RA-0186,원료첨가제 186,원료첨가제186|DEMO-186,RAW,G3,TON,RAW,,True
mdm-01-0f97dcea35d5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fb5f2180b2ed,MAT-RA-0187,MAT-RA-0187,공정소모품 187,공정소모품187|DEMO-187,RAW,G4,TON,RAW,,True
mdm-01-890d35851fff,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ef116d43caf6,MAT-CO-0188,MAT-CO-0188,포장재 188,포장재188|DEMO-188,CONSUMABLE,G1,EA,CONSUMABLE,,True
mdm-01-da434246e1ec,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bf56513fef23,MAT-CO-0189,MAT-CO-0189,예비품 189,예비품189|DEMO-189,CONSUMABLE,G2,EA,CONSUMABLE,,True
mdm-01-48c9e4dbd111,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-15c9f8306f48,MAT-WI-0190,MAT-WI-0190,중간재 190,중간재190|DEMO-190,WIP,G3,TON,WIP,,True
mdm-01-23b39322c9a7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-09ea0b9d92d0,MAT-FI-0191,MAT-FI-0191,완제품 191,완제품191|DEMO-191,FINISHED,G4,TON,FINISHED,,True
mdm-01-484f1f75e006,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cd9b262bbbd9,MAT-RA-0192,MAT-RA-0192,원료첨가제 192,원료첨가제192|DEMO-192,RAW,G1,TON,RAW,,True
mdm-01-5e663ae8df45,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7f484d0c4b1c,MAT-RA-0193,MAT-RA-0193,공정소모품 193,공정소모품193|DEMO-193,RAW,G2,TON,RAW,,True
mdm-01-8d59724e4b4e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d0eb8bda15aa,MAT-CO-0194,MAT-CO-0194,포장재 194,포장재194|DEMO-194,CONSUMABLE,G3,EA,CONSUMABLE,,True
mdm-01-d9d706322a7e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4ec0479a15e2,MAT-CO-0195,MAT-CO-0195,예비품 195,예비품195|DEMO-195,CONSUMABLE,G4,EA,CONSUMABLE,,True
mdm-01-adb024f4b913,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-543b168b4df8,MAT-WI-0196,MAT-WI-0196,중간재 196,중간재196|DEMO-196,WIP,G1,TON,WIP,,True
mdm-01-77568f69aba6,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-51d15a284f8a,MAT-FI-0197,MAT-FI-0197,완제품 197,완제품197|DEMO-197,FINISHED,G2,TON,FINISHED,,True
mdm-01-149c1358eb2b,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9a11e07cd7d2,MAT-RA-0198,MAT-RA-0198,원료첨가제 198,원료첨가제198|DEMO-198,RAW,G3,TON,RAW,,True
mdm-01-68817953ffac,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e11f1e009bcd,MAT-RA-0199,MAT-RA-0199,공정소모품 199,공정소모품199|DEMO-199,RAW,G4,TON,RAW,,True
mdm-01-3f40a1dcda46,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-075880aafe22,MAT-CO-0200,MAT-CO-0200,포장재 200,포장재200|DEMO-200,CONSUMABLE,G1,EA,CONSUMABLE,,True
mdm-01-c1af1f106cb8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3480926d5372,MAT-CO-0201,MAT-CO-0201,예비품 201,예비품201|DEMO-201,CONSUMABLE,G2,EA,CONSUMABLE,,True
mdm-01-8cf2c2242576,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7344bf811675,MAT-WI-0202,MAT-WI-0202,중간재 202,중간재202|DEMO-202,WIP,G3,TON,WIP,,True
mdm-01-5477bce15ce3,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-06314750b41a,MAT-FI-0203,MAT-FI-0203,완제품 203,완제품203|DEMO-203,FINISHED,G4,TON,FINISHED,,True
mdm-01-b6acc5c0dd9c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9163d51876fd,MAT-RA-0204,MAT-RA-0204,원료첨가제 204,원료첨가제204|DEMO-204,RAW,G1,TON,RAW,,True
mdm-01-a206d0e82c95,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-baa696913382,MAT-RA-0205,MAT-RA-0205,공정소모품 205,공정소모품205|DEMO-205,RAW,G2,TON,RAW,,True
mdm-01-9ebd26f92894,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4b285081d7c8,MAT-CO-0206,MAT-CO-0206,포장재 206,포장재206|DEMO-206,CONSUMABLE,G3,EA,CONSUMABLE,,True
mdm-01-9d26a18f0010,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bdc96e9d6529,MAT-CO-0207,MAT-CO-0207,예비품 207,예비품207|DEMO-207,CONSUMABLE,G4,EA,CONSUMABLE,,False
mdm-01-8608777a1a24,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9f7d71515d7b,MAT-WI-0208,MAT-WI-0208,중간재 208,중간재208|DEMO-208,WIP,G1,TON,WIP,,True
mdm-01-10ecee8bfb64,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-785043f3b963,MAT-FI-0209,MAT-FI-0209,완제품 209,완제품209|DEMO-209,FINISHED,G2,TON,FINISHED,,True
mdm-01-8059a0db3ed5,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-37683f10a2ec,MAT-RA-0210,MAT-RA-0210,원료첨가제 210,원료첨가제210|DEMO-210,RAW,G3,TON,RAW,,True
mdm-01-3a61ab767416,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-41693647bf3b,MAT-RA-0211,MAT-RA-0211,공정소모품 211,공정소모품211|DEMO-211,RAW,G4,TON,RAW,,True
mdm-01-4e1f93a1860f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9a89a8422eaa,MAT-CO-0212,MAT-CO-0212,포장재 212,포장재212|DEMO-212,CONSUMABLE,G1,EA,CONSUMABLE,,True
mdm-01-fd30d9ce7c0d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4a979e79022f,MAT-CO-0213,MAT-CO-0213,예비품 213,예비품213|DEMO-213,CONSUMABLE,G2,EA,CONSUMABLE,,True
mdm-01-2b945fc997f2,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a66acc2b2429,MAT-WI-0214,MAT-WI-0214,중간재 214,중간재214|DEMO-214,WIP,G3,TON,WIP,,True
mdm-01-edce8a081f44,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7ac3d93e7458,MAT-FI-0215,MAT-FI-0215,완제품 215,완제품215|DEMO-215,FINISHED,G4,TON,FINISHED,,True
mdm-01-ba7f8f5160c8,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5b65c57db505,MAT-RA-0216,MAT-RA-0216,원료첨가제 216,원료첨가제216|DEMO-216,RAW,G1,TON,RAW,,True
mdm-01-7ad8b791c082,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d43da8b9504e,MAT-RA-0217,MAT-RA-0217,공정소모품 217,공정소모품217|DEMO-217,RAW,G2,TON,RAW,,True
mdm-01-a9ffecace14d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-37c048d8e7ee,MAT-CO-0218,MAT-CO-0218,포장재 218,포장재218|DEMO-218,CONSUMABLE,G3,EA,CONSUMABLE,,True
mdm-01-a2d0e894086b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8ba8a75ca834,MAT-CO-0219,MAT-CO-0219,예비품 219,예비품219|DEMO-219,CONSUMABLE,G4,EA,CONSUMABLE,,True
mdm-01-c749ebfe072e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-05535db27212,MAT-WI-0220,MAT-WI-0220,중간재 220,중간재220|DEMO-220,WIP,G1,TON,WIP,,True
