고유번호,순번,주주,관계,지분율
00187725,11,개인,,66.88
00187725,12,개인,,
00131939,0,개인,"최대주주
 본인",18.07
00131939,1,개인,기타,7.41
00131939,2,선도전기(주),회사,5.73
00131939,3,개인,,25.48
00131939,4,개인,,5.73
00159573,0,개인,최대주주의 특수관계인,9.64
00159573,1,개인,최대주주의 특수관계인,0.24
00159573,2,개인,최대주주의 특수관계인,0.24
00159573,3,개인,최대주주의 특수관계인,0.36
00159573,4,개인,최대주주의 특수관계인,0.36
00159573,5,동양야금공업(주),기타,4.74
00159573,6,개인,재단,9.81
00159573,7,(주)마천캐스트,최대주주 본인,15.2
00159573,8,개인,최대주주의 특수관계인,0.41
00159573,9,개인,최대주주의 특수관계인,8.29
00159573,10,개인,최대주주의 특수관계인,0.08
00159573,11,개인,최대주주의 특수관계인,0.13
00159573,12,개인,최대주주의 특수관계인,0.24
00159573,13,개인,최대주주의 특수관계인,0.24
00159573,14,개인,최대주주의 특수관계인,0.24
00159573,15,개인,최대주주의 특수관계인,0.24
00159573,16,개인,,50.5
00159573,17,개인,,
00246620,0,개인,본인,15.0
00246620,1,개인,특수관계인,6.8
00246620,2,개인,특수관계인,6.3
00246620,3,개인,,28.1
00246620,4,개인,,
01128622,0,(주)이스트소프트,최대주주본인,51.55
01128622,1,개인,"관계회사
등기임원",0.3
01128622,2,개인,"관계회사
등기임원",0.04
01128622,3,(주)이스트글로벌,관계회사,0.1
01128622,4,개인,,51.98
01128622,5,개인,,
00129642,0,개인,본인,13.63
00129642,1,개인,친인척,0.69
00129642,2,개인,친인척,0.6
00129642,3,개인,친인척,0.58
00129642,4,개인,친인척,0.56
00129642,5,개인,친인척,0.55
00129642,6,개인,친인척,0.52
00129642,7,개인,친인척,0.5
00129642,8,개인,친인척,0.26
00129642,9,개인,친인척,0.26
00129642,10,개인,계열사,11.83
00129642,11,개인,친인척,4.51
00129642,12,개인,친인척,3.75
00129642,13,개인,계열사 임원,2.0
00129642,14,개인,친인척,1.63
00129642,15,개인,친인척,0.97
00129642,16,개인,친인척,0.91
00129642,17,개인,친인척,0.75
00129642,18,개인,친인척,0.75
00129642,19,개인,,45.26
00129642,20,개인,,
00137368,0,개인,본인,21.9
00137368,1,개인,특수관계인,4.2
00137368,2,(재)창강재단,특수관계인,4.1
00137368,3,개인,특수관계인,3.9
00137368,4,개인,특수관계인,0.0
00137368,5,개인,,34.1
00137368,6,개인,,
00547510,0,(주)제넥신,최대주주 본인,12.47
00547510,1,개인,당해법인 등기임원,0.0
00547510,2,개인,당해법인 등기임원,0.0
00547510,3,개인,당해법인 등기임원,6.64
00547510,4,개인,,19.11
00547510,5,개인,,
00573269,0,개인,최대주주,13.76
00573269,1,개인,대표이사,2.43
00573269,2,개인,,16.19
00573269,3,개인,,
00657987,0,개인,최대주주 본인,17.91
00657987,1,개인,계열회사 등 임원,0.02
00657987,2,개인,계열회사 등 임원,0.02
00657987,3,개인,계열회사 등 임원,0.01
00657987,4,개인,계열회사 등 임원,0.01
00657987,5,개인,계열회사 등 임원,0.01
00657987,6,개인,계열회사 등 임원,0.01
00657987,7,개인,계열회사 등 임원,0.01
00657987,8,개인,최대주주의 친족,0.01
00657987,9,개인,계열회사 등 임원,0.01
00657987,10,개인,계열회사 등 임원,0.01
00657987,11,㈜알파플러스,기타특수관계인,17.67
00657987,12,개인,최대주주의 친족,0.0
00657987,13,개인,임원,0.0
00657987,14,개인,계열회사 등 임원,0.0
00657987,15,개인,계열회사 등 임원,0.0
00657987,16,개인,계열회사 등 임원,0.0
00657987,17,개인,계열회사 등 임원,0.0
00657987,18,개인,계열회사 등 임원,0.0
00657987,19,개인,최대주주의 친족,6.27
00657987,20,㈜제이더블유씨인터내셔널,기타특수관계인,5.53
00657987,21,㈜레저플러스,기타특수관계인,1.76
00657987,22,개인,최대주주의 친족,1.7
00657987,23,개인,최대주주의 친족,1.66
00657987,24,개인,임원,0.86
00657987,25,개인,임원,0.34
00657987,26,개인,,53.81
00657987,27,개인,,
00675594,0,개인,최대주주,39.95
00675594,1,개인,친인척,0.69
00675594,2,개인,친인척,0.68
00675594,3,개인,등기임원,0.03
00675594,4,개인,-,0.0
00675594,5,개인,,41.35
00675594,6,개인,,
01217795,0,개인,최대주주,33.55
01217795,1,개인,특수관계인(임원),0.02
01217795,2,개인,특수관계인(임원),0.04
01217795,3,개인,특수관계인(임원),0.02
01217795,4,개인,특수관계인(임원),0.01
01217795,5,개인,특수관계인(임원),0.01
01217795,6,개인,특수관계인(부친),2.65
01217795,7,개인,특수관계인(자녀),0.9
01217795,8,개인,특수관계인(자녀),0.9
01217795,9,개인,특수관계인(자녀),0.94
01217795,10,개인,특수관계인(임원),0.3
01217795,11,개인,특수관계인(임원),0.07
01217795,12,개인,특수관계인(임원),0.03
01217795,13,개인,특수관계인(임원),0.02
01217795,14,개인,,39.16
01217795,15,개인,,
01237540,0,(주)이녹스,최대주주,26.32
01237540,1,개인,대표이사,3.48
01237540,2,개인,대표이사,0.05
01237540,3,개인,계열회사등 임원,3.04
01237540,4,개인,친인척,0.19
01237540,5,개인,,33.08
01237540,6,개인,,
01390399,0,개인,본인,32.88
01390399,1,개인,자,13.61
01390399,2,개인,처,10.15
01390399,3,개인,등기임원,1.92
01390399,4,개인,등기임원,1.03
01390399,5,개인,,59.59
01390399,6,개인,,
00130684,0,보운(주),최대주주,26.27
00130684,1,개인,계열사임원,0.0
00130684,2,개인,계열사임원,0.0
00130684,3,개인,계열사임원,0.0
00130684,4,개인,계열사임원,0.0
00130684,5,개인,계열사임원,0.02
00130684,6,개인,계열사임원,0.0
00130684,7,개인,계열사임원,0.0
00130684,8,개인,계열사임원,0.01
00130684,9,개인,계열사임원,0.0
00130684,10,개인,계열사임원,0.0
00130684,11,개인,최대주주의 최대주주,9.54
00130684,12,개인,계열사임원,0.0
00130684,13,개인,계열사임원,0.0
00130684,14,개인,계열사임원,0.0
00130684,15,개인,계열사임원,0.0
00130684,16,개인,계열사임원,0.01
00130684,17,개인,계열사임원,0.01
00130684,18,개인,계열사임원,0.02
00130684,19,개인,계열사임원,0.01
00130684,20,개인,계열사임원,0.01
00130684,21,대성홀딩스(주),계열회사,13.2
00130684,22,개인,계열사임원,0.02
00130684,23,개인,기타,0.34
00130684,24,개인,계열사임원,0.02
00130684,25,개인,친인척,0.02
00130684,26,개인,친인척,0.03
00130684,27,개인,친인척,0.56
00130684,28,개인,친인척,0.56
00130684,29,개인,친인척,0.56
00130684,30,개인,,51.23
00130684,31,개인,,
01027828,0,한국알콜산업(주),최대주주,48.85
01027828,1,개인,미등기임원,6.14
01027828,2,개인,등기임원,0.87
01027828,3,개인,등기임원,0.29
01027828,4,개인,등기임원,0.17
01027828,5,개인,,56.32
01027828,6,개인,,
00250137,0,개인,최대주주,46.66
00250137,1,개인,특수관계인,2.49
00250137,2,개인,특수관계인,0.21
00250137,3,개인,특수관계인,0.82
00250137,4,개인,,50.17
00250137,5,개인,,
00261957,0,개인,본인,18.88
00261957,1,개인,특수관계인,12.52
00261957,2,개인,특수관계인,12.47
00261957,3,개인,특수관계인,0.87
00261957,4,개인,특수관계인,3.51
00261957,5,개인,특수관계인,0.06
00261957,6,개인,,48.31
00261957,7,개인,,
00269889,0,NuriFlex Holdings INC,최대주주,26.19
00269889,1,개인,특수관계인,0.12
00269889,2,개인,특수관계인,5.26
00269889,3,개인,특수관계인,4.16
00269889,4,개인,특수관계인,0.53
00269889,5,개인,특수관계인,0.56
00269889,6,개인,특수관계인,0.34
00269889,7,개인,,37.16
00269889,8,개인,,
01025644,0,주식회사 세종,최대주주,19.79
01025644,1,개인,,19.79
01025644,2,개인,,
00475985,0,에스이노베이션 신기술조합,최대주주,35.85
00475985,1,시너지파트너스㈜,최대주주의 특수관계인,2.42
00475985,2,개인,,38.27
00475985,3,개인,,
00138598,0,행진개발㈜,본인,24.7
00138598,1,개인,최대주주의 대표이사,1.99
00138598,2,개인,최대주주의 주요주주,12.84
00138598,3,개인,부사장(사내이사),0.04
00138598,4,개인,상무이사,0.0
00138598,5,개인,,39.57
00138598,6,개인,,
00297448,0,㈜비엔엠홀딩스,최대주주,27.44
00297448,1,개인,계열회사 임원,2.25
00297448,2,개인,등기임원,0.08
00297448,3,개인,계열회사 임원,0.07
00297448,4,개인,등기임원,0.04
00297448,5,개인,,29.87
00297448,6,개인,,
00578130,0,㈜앰웨스트펀딩코리아,최대주주,8.66
00578130,1,개인,특수관계인,0.63
00578130,2,개인,,9.29
00578130,3,개인,,
01118281,0,개인,본인,7.6
01118281,1,개인,특수관계인,0.01
01118281,2,㈜아이마켓코리아,특수관계인,3.25
01118281,3,㈜아이마켓코리아,특수관계인,2.46
01118281,4,개인,임원(비등기),1.6
01118281,5,개인,특수관계인,0.54
01118281,6,개인,특수관계인,0.19
01118281,7,개인,특수관계인,0.05
01118281,8,개인,특수관계인,0.0
01118281,9,개인,특수관계인,0.04
01118281,10,개인,,13.28
01118281,11,개인,,2.46
01466832,0,개인,본인,36.59
01466832,1,개인,배우자,4.49
01466832,2,개인,자녀,1.74
01466832,3,개인,자녀,0.87
01466832,4,개인,임원,6.52
01466832,5,개인,임원,6.15
01466832,6,개인,임원,3.91
01466832,7,개인,임원,1.74
01466832,8,개인,,62.01
01466832,9,개인,,
01579020,0,개인,본인,23.9
01579020,1,개인,특수관계인,4.86
01579020,2,개인,특수관계인,1.26
01579020,3,개인,특수관계인,1.22
01579020,4,개인,특수관계인,0.05
01579020,5,개인,특수관계인,0.05
01579020,6,개인,특수관계인,0.05
01579020,7,개인,특수관계인,0.05
01579020,8,개인,,31.44
01579020,9,개인,,0.0
00676122,0,(주)유아이디,본인,83.56
00676122,1,(주)정광,특수관계인,0.68
00676122,2,개인,특수관계인,0.02
00676122,3,개인,특수관계인,0.0
00676122,4,개인,특수관계인,0.01
00676122,5,개인,특수관계인,0.01
00676122,6,개인,,84.29
00676122,7,개인,,
01071944,0,개인,본인,48.69
01071944,1,개인,친인척,1.51
01071944,2,개인,임원,0.49
01071944,3,개인,친인척,0.0
01071944,4,개인,친인척,0.0
01071944,5,개인,친인척,0.0
01071944,6,개인,,50.69
01071944,7,개인,,
00164672,0,한일시멘트(주),본인,77.78
00164672,1,개인,,77.78
00164672,2,개인,,
01933981,0,현대기술투자,본인,4.64
01933981,1,개인,,4.64
01933981,2,개인,,
01782004,0,개인,"최대주주
본인",15.28
01782004,1,개인,"최대주주의
특수관계인",10.19
01782004,2,개인,"최대주주의
특수관계인",0.0
01782004,3,개인,"최대주주의
특수관계인",0.0
01782004,4,개인,"최대주주의
특수관계인",0.0
01782004,5,개인,"최대주주의
특수관계인",0.51
01782004,6,개인,,25.98
01782004,7,개인,,
01335143,0,개인,본인,24.18
01335143,1,개인,등기임원,0.1
01335143,2,개인,미등기임원,0.04
01335143,3,개인,미등기임원,0.15
01335143,4,개인,미등기임원,0.06
01335143,5,개인,미등기임원,0.04
01335143,6,개인,미등기임원,0.01
01335143,7,(주)로킷헬스케어,-,0.29
01335143,8,개인,,24.85
01335143,9,개인,,
00161426,0,개인,본인,3.38
00161426,1,개인,친인척,0.18
00161426,2,개인,친인척,0.0
00161426,3,개인,친인척,1.02
00161426,4,개인,친인척,1.08
00161426,5,개인,친인척,1.08
00161426,6,개인,친인척,0.3
00161426,7,개인,친인척,0.75
00161426,8,개인,친인척,0.04
00161426,9,개인,친인척,0.04
00161426,10,개인,친인척,0.0
00161426,11,개인,친인척,1.49
00161426,12,개인,친인척,0.02
00161426,13,개인,친인척,0.02
00161426,14,가현문화재단,재단,3.02
00161426,15,임성기재단,재단,3.07
00161426,16,개인,발행회사 임원,16.43
00161426,17,(주)한양정밀,기타,6.95
00161426,18,개인,발행회사 임원,0.01
00161426,19,개인,친인척,7.57
00161426,20,개인,친인척,5.09
00161426,21,개인,친인척,0.39
00161426,22,개인,친인척,1.14
00161426,23,개인,친인척,0.05
00161426,24,개인,친인척,0.5
00161426,25,개인,친인척,2.23
00161426,26,개인,,55.84
00161426,27,개인,,
01068658,0,개인,최대주주,7.47
01068658,1,개인,,7.47
01068658,2,개인,,
00656021,0,㈜비에프홀딩스,최대주주,17.17
00656021,1,개인,,17.17
00656021,2,개인,,
01046203,0,(주)로아앤코,최대주주,26.85
01046203,1,개인,,26.85
01046203,2,개인,,
00268011,0,(주)세븐인베스트먼트,본인,31.97
00268011,1,개인,본인의특수관계인,0.18
00268011,2,개인,본인의특수관계인,0.3
00268011,3,아처스코리아(주),관계회사,7.23
00268011,4,개인,,39.67
00268011,5,개인,,39.67
00814582,0,개인,"최대주주
본인",58.4
00814582,1,개인,"최대주주
배우자",15.7
00814582,2,개인,"최대주주
혈족(父)",0.0
00814582,3,개인,,74.1
00814582,4,개인,,
01602638,0,개인,최대주주,31.58
01602638,1,개인,"최대주주
배우자",9.14
01602638,2,개인,등기임원,1.84
01602638,3,개인,최대주주 자녀,0.92
01602638,4,개인,최대주주 자녀,0.92
01602638,5,개인,최대주주 자녀,0.92
01602638,6,개인,미등기임원,0.22
01602638,7,개인,前 미등기임원,0.18
01602638,8,(주)한싹,자기주식,0.0
01602638,9,개인,,
01602638,10,개인,,45.72
01011562,0,개인,본인,20.61
01011562,1,개인,임원,2.1
01011562,2,개인,임원,0.03
01011562,3,개인,임원,0.16
01011562,4,개인,친족,11.74
01011562,5,개인,친족,1.99
01011562,6,개인,친족,0.66
01011562,7,개인,친족,0.33
01011562,8,개인,친족,0.32
01011562,9,개인,친족,0.16
01011562,10,개인,친족,0.63
01011562,11,개인,친족,0.0
01011562,12,개인,,38.73
01011562,13,개인,,
00942131,0,(주)대유,최대주주,17.97
00942131,1,조광아이엘아이(주),최대주주의특수관계인,4.5
00942131,2,개인,,22.47
00942131,3,개인,,
00410739,0,모노투자조합,"최대주주
본인",51.42
00410739,1,개인,,51.42
00410739,2,개인,,
00148461,0,개인,본인,39.35
00148461,1,개인,형제,4.29
00148461,2,개인,자녀,7.86
00148461,3,개인,자녀,0.47
00148461,4,개인,,51.96
00148461,5,개인,,
00151447,0,개인,본인,61.4
00151447,1,개인,,61.4
00151447,2,개인,,
00385363,0,개인,최대주주 본인,26.35
00385363,1,개인,,26.35
00385363,2,개인,,
00119195,0,디더블유피홀딩스(주),본인,15.22
00119195,1,개인,친인척,0.52
00119195,2,개인,친인척,0.11
00119195,3,개인,친인척,0.16
00119195,4,(주)동화개발,계열사,0.77
00119195,5,(재)가송재단,재단,6.39
00119195,6,개인,발행회사 임원,1.0
00119195,7,개인,발행회사 임원,1.84
00119195,8,개인,친인척,0.09
00119195,9,개인,친인척,0.59
00119195,10,개인,친인척,0.09
00119195,11,개인,발행회사 임원,0.06
00119195,12,개인,발행회사 임원,6.43
00119195,13,개인,친인척,0.37
00119195,14,개인,,33.64
00119195,15,개인,,
00265421,0,인지컨트롤스(주),본인,20.25
00265421,1,(주)싸이맥스,계열회사,18.61
00265421,2,(주)유텍솔루션,계열회사,13.1
00265421,3,개인,임원,3.06
00265421,4,개인,임원,1.91
00265421,5,개인,특수관계인,0.68
00265421,6,개인,특수관계인,0.12
00265421,7,개인,특수관계인,0.0
00265421,8,개인,특수관계인,0.0
00265421,9,개인,,57.74
00265421,10,개인,,
00914341,0,(주)큐인베스트먼트,최대주주,40.88
00914341,1,(주)아이티켐,자기주식,2.25
00914341,2,개인,,43.13
00914341,3,개인,,
00172228,0,개인,최대주주,8.12
00172228,1,더세이프티(주),특수관계인,19.62
00172228,2,개인,,27.74
00172228,3,개인,,
00416414,0,(주)스튜디오산타클로스엔터테인먼트,최대주주,17.99
00416414,1,개인,,17.99
00416414,2,개인,,0.0
00659161,0,인지컨트롤스(주),본인,21.71
00659161,1,개인,발행회사 임원,4.88
00659161,2,개인,발행회사 임원,6.24
00659161,3,(주)인지디스플레이,계열회사,2.75
00659161,4,개인,특수관계인,0.79
00659161,5,(주)유텍솔루션,계열회사,1.0
00659161,6,개인,발행회사 임원,10.03
00659161,7,개인,,47.39
00659161,8,개인,,
01692321,0,에스브이인베스트먼트(주),본인,5.1
01692321,1,에스브이파트너스(주),특수관계인,0.2
01692321,2,개인,,5.3
01692321,3,개인,,
01466373,0,개인,최대주주,16.15
01466373,1,개인,등기임원,1.1
01466373,2,개인,미등기임원,1.1
01466373,3,개인,미등기임원,0.8
01466373,4,개인,관계회사의 등기임원,0.16
01466373,5,개인,,19.3
01466373,6,개인,,
00976615,0,개인,최대주주 본인,34.01
00976615,1,㈜틸론,자기주식,0.93
00976615,2,개인,최대주주의 특수관계인,3.67
00976615,3,개인,최대주주의 특수관계인,1.11
00976615,4,개인,최대주주의 특수관계인,0.02
00976615,5,개인,최대주주의 특수관계인,0.28
00976615,6,개인,최대주주의 특수관계인,0.06
00976615,7,개인,최대주주의 특수관계인,0.08
00976615,8,개인,최대주주의 특수관계인,0.06
00976615,9,개인,최대주주의 특수관계인,0.02
00976615,10,개인,,40.23
00976615,11,개인,,
00204642,0,(주)귀뚜라미홀딩스,본인,28.68
00204642,1,(재)귀뚜라미복지재단,비영리법인,4.46
00204642,2,개인,특수관계인,0.67
00204642,3,개인,계열회사 임원,0.8
00204642,4,개인,계열회사 임원,2.58
00204642,5,개인,계열회사 임원,0.0
00204642,6,개인,,37.2
00204642,7,개인,,
00288495,0,에이치씨파트너스(주),최대주주,24.96
00288495,1,개인,특수관계인,1.45
00288495,2,개인,특수관계인,0.13
00288495,3,개인,특수관계인,0.06
00288495,4,(주)피비,특수관계인,10.11
00288495,5,개인,특수관계인,4.35
00288495,6,개인,특수관계인,2.78
00288495,7,개인,특수관계인,2.66
00288495,8,개인,특수관계인,2.64
00288495,9,개인,특수관계인,2.3
00288495,10,개인,특수관계인,2.24
00288495,11,개인,특수관계인,1.69
00288495,12,개인,,
00288495,13,개인,,55.37
00568461,0,(주)에이치씨홈센타,최대주주,40.73
00568461,1,개인,특수관계인,2.25
00568461,2,에이치씨파트너스(주),특수관계인,2.24
00568461,3,개인,특수관계인,5.49
00568461,4,개인,특수관계인,3.63
00568461,5,개인,특수관계인,3.46
00568461,6,개인,특수관계인,2.64
00568461,7,개인,특수관계인,2.64
00568461,8,개인,특수관계인,2.56
00568461,9,개인,특수관계인,2.11
00568461,10,개인,특수관계인,0.87
00568461,11,개인,,68.68
00568461,12,개인,,
00203847,0,개인,최대주주,42.27
00203847,1,개인,형제,0.12
00203847,2,개인,처,0.12
00203847,3,개인,,42.5
00203847,4,개인,,
00125974,0,(주)디와이디,본인,3.39
00125974,1,개인,,
00125974,2,개인,,3.39
00885906,0,㈜태광,본인,37.56
00885906,1,개인,대표이사,0.06
00885906,2,개인,,37.62
00885906,3,개인,,37.62
01397903,0,에스에이치헬스케어투자1호조합,최대주주,23.51
01397903,1,개인,,23.51
01397903,2,개인,,
00519252,0,개인,최대주주,8.06
00519252,1,나비스피델리스5호조합,"최대주주의 
특별관계자",4.69
00519252,2,개인,대표이사,0.16
00519252,3,개인,,12.91
00519252,4,개인,,
01405585,0,(주)휴먼웰니스,최대주주,15.06
01405585,1,(주)인크레더블버즈,관계회사,10.2
01405585,2,(주)모티바코리아,관계회사,8.75
01405585,3,개인,대표이사,5.05
01405585,4,개인,,39.06
01405585,5,개인,,
00145914,0,개인,본인,28.51
00145914,1,개인,특수관계인,8.62
00145914,2,개인,특수관계인,6.61
00145914,3,개인,특수관계인,3.88
00145914,4,개인,특수관계인,0.33
00145914,5,개인,특수관계인,0.09
00145914,6,개인,특수관계인,0.09
00145914,7,개인,특수관계인,0.04
00145914,8,개인,,48.17
00145914,9,개인,,
00208134,0,(주)넥센,최대주주,39.44
00208134,1,개인,대표이사 사장,0.0
00208134,2,개인,제작편성본부장,0.01
00208134,3,개인,신성장본부장,0.02
00208134,4,개인,,39.47
00208134,5,개인,,0.0
01099667,0,대원제약(주),최대주주,72.9
01099667,1,개인,,72.9
01099667,2,개인,,
00667425,0,개인,최대주주,55.33
00667425,1,오로라파트너스,특수관계인,0.05
00667425,2,개인,,55.38
00667425,3,개인,,
00977650,0,"NKGen Biotech, Inc.",최대주주,64.49
00977650,1,개인,(현) 관리인 변경후 대표이사,0.01
00977650,2,개인,,64.5
00977650,3,개인,,
00440712,0,개인,최대주주,19.67
00440712,1,개인,특수관계인,15.93
00440712,2,개인,특수관계인,5.12
00440712,3,㈜리튬인사이트,특수관계인,12.29
00440712,4,㈜코럴핑크,특수관계인,2.03
00440712,5,㈜에버시버리,특수관계인,0.5
00440712,6,개인,,55.53
00440712,7,개인,,
00103635,0,개인,최대주주,16.63
00103635,1,차에이아이헬스케어(주),기타 특수관계자,15.92
00103635,2,(주)아름드리코퍼레이션,최대주주의 특수관계자,12.88
00103635,3,(주)디모아,기타 특수관계자,11.84
00103635,4,(주)스테이지원엔터,기타 특수관계자,9.91
00103635,5,개인,최대주주의 특수관계자,6.11
00103635,6,(주)비비안,기타 특수관계자,2.49
00103635,7,개인,,75.78
00103635,8,개인,,
00128980,0,개인,본인,18.68
00128980,1,개인,발행회사 등기임원,0.01
00128980,2,개인,계열회사 등기임원,0.01
00128980,3,개인,특수관계인,10.38
00128980,4,개인,발행회사 등기임원,0.01
00128980,5,삼호씨앤엠(주),계열사,3.11
00128980,6,(재)삼호호미재단,재단,1.24
00128980,7,개인,계열회사 등기임원,0.1
00128980,8,개인,재단 등기임원,0.09
00128980,9,개인,계열회사 등기임원,0.21
00128980,10,개인,계열회사 등기임원,0.08
00128980,11,개인,,33.92
00128980,12,개인,,
00291860,0,제라이스 조합,최대주주,55.31
00291860,1,개인,특수관계인,0.01
00291860,2,개인,,55.32
00291860,3,개인,,
00524421,0,개인,본인,17.75
00524421,1,개인,배우자,1.31
00524421,2,개인,아들,0.71
00524421,3,개인,임원,3.47
00524421,4,개인,임원,5.28
00524421,5,개인,임원,0.37
00524421,6,개인,임원,0.79
00524421,7,개인,임원,0.16
00524421,8,개인,임원,0.08
00524421,9,개인,,29.92
00524421,10,개인,,
00677334,0,개인,본인,33.05
00677334,1,개인,친족,0.61
00677334,2,개인,친족,0.54
00677334,3,개인,임원,0.15
00677334,4,개인,임원,0.07
00677334,5,개인,계열사 임원,0.04
00677334,6,개인,임원,0.04
00677334,7,개인,임원,0.03
00677334,8,개인,,34.53
00677334,9,개인,,
00966168,0,개인,본인,30.92
00966168,1,(주)메디젬,특수관계인,0.37
00966168,2,개인,비등기임원,1.24
00966168,3,개인,등기임원,1.59
00966168,4,개인,특수관계인,1.71
00966168,5,개인,특수관계인,1.82
00966168,6,개인,특수관계인,1.78
00966168,7,개인,특수관계인,1.33
00966168,8,개인,감사,0.0
00966168,9,개인,상근 자문,0.32
00966168,10,개인,,41.08
00966168,11,개인,,
00683061,0,개인,최대주주,33.76
00683061,1,개인,임원,4.11
00683061,2,개인,특수관계인,1.85
00683061,3,개인,임원,0.0
00683061,4,개인,특수관계인,0.0
00683061,5,개인,,39.72
00683061,6,개인,,
01957909,0,㈜머스트벤처스,본인,55.56
01957909,1,개인,,55.56
01957909,2,개인,,
01584934,0,글로벌텍스프리(주),-,0.0
01584934,1,(주)스와니코코,종속회사,0.0
01584934,2,개인,최대주주,39.52
01584934,3,개인,대표이사,0.28
01584934,4,개인,마등기임원,0.28
01584934,5,개인,미등기임원,0.14
01584934,6,개인,,40.22
01584934,7,개인,,
01259418,0,개인,최대주주,22.8
01259418,1,개인,최대주주의 특수관계인,16.6
01259418,2,개인,최대주주의 특수관계인,6.5
01259418,3,개인,,45.9
01259418,4,개인,,
00486875,0,개인,본인,33.3
00486875,1,개인,특수관계인,0.23
00486875,2,개인,,33.53
00486875,3,개인,,
00220109,0,개인,최대주주,14.93
00220109,1,(주)MDS테크,변경전 최대주주,0.0
00220109,2,개인,-,5.44
00220109,3,개인,-,5.09
00220109,4,개인,-,0.61
00220109,5,개인,-,1.36
00220109,6,개인,,27.44
00220109,7,개인,,
01571107,0,개인,최대주주 본인,15.09
01571107,1,개인,사외이사,0.08
01571107,2,개인,특수관계인,0.01
01571107,3,개인,등기임원,4.6
01571107,4,개인,등기임원,0.26
01571107,5,개인,미등기임원,0.27
01571107,6,개인,계열회사 등기임원,0.19
01571107,7,개인,계열회사 미등기임원,0.33
01571107,8,개인,계열회사 미등기임원,0.31
01571107,9,개인,계열회사 미등기임원,0.29
01571107,10,개인,계열회사 미등기임원,0.3
01571107,11,개인,,21.72
01571107,12,개인,,
01946532,0,지앤텍벤처투자(주),본인,7.6
01946532,1,개인,,7.6
01946532,2,개인,,
00560982,0,개인,본인,17.6
00560982,1,개인,임원,0.86
00560982,2,개인,친인척,0.34
00560982,3,(주)바이오솔루션,자사주,0.49
00560982,4,개인,,19.3
00560982,5,개인,,
01885222,0,"한국투자증권(주)(주1)
(GRE일반사모부동산투자신탁제11호)",최대주주,39.29
01885222,1,"한국투자증권(주)(주1)
(GRE일반사모부동산투자신탁제11호)",최대주주,19.51
01885222,2,"한국투자증권(주)(주1)
(GRE일반사모부동산투자신탁제11호)",최대주주,19.5
01885222,3,개인,,39.29
01885222,4,개인,,
01885222,5,개인,,19.51
01885222,6,개인,,
01885222,7,개인,,19.5
01885222,8,개인,,
01267967,0,개인,본인,19.68
01267967,1,개인,배우자,4.97
01267967,2,개인,자,0.81
01267967,3,개인,임원,0.18
01267967,4,개인,임원,0.15
01267967,5,개인,임원,0.0
01267967,6,개인,,25.79
01267967,7,개인,,
01696451,0,(주)에이씨피씨,본인,11.92
01696451,1,개인,,11.92
01696451,2,개인,,
00422895,0,(주)세이브존,본인,49.06
00422895,1,(주)세이브존리베라,계열사,2.44
00422895,2,개인,특수관계인,1.22
00422895,3,개인,특수관계인,0.02
00422895,4,개인,,52.72
00422895,5,개인,,
00122205,0,개인,최대주주,29.92
00122205,1,개인,최대주주의 특수관계인 및 대표이사,1.07
00122205,2,개인,대표이사,0.72
00122205,3,개인,사내이사,3.87
00122205,4,개인,,36.58
00122205,5,개인,,
00537832,0,개인,본인,14.84
00537832,1,개인,등기임원,3.69
00537832,2,개인,등기임원,1.94
00537832,3,㈜푸른기술,자기주식,5.46
00537832,4,개인,,25.93
00537832,5,개인,,
01116265,0,개인,최대주주 본인,51.86
01116265,1,개인,최대주주 배우자,0.51
01116265,2,개인,등기임원,0.45
01116265,3,개인,등기임원,0.41
01116265,4,개인,등기임원,0.16
01116265,5,개인,,53.37
01116265,6,개인,,
00571483,0,개인,최대주주,17.94
00571483,1,개인,임원,6.85
00571483,2,개인,친인척,0.56
00571483,3,개인,친인척,0.08
00571483,4,개인,친인척,0.0
00571483,5,개인,,25.42
00571483,6,개인,,
01512575,0,개인,최대주주 본인,8.88
01512575,1,개인,최대주주의 혈족,0.02
01512575,2,개인,최대주주의 혈족,0.01
01512575,3,개인,법인의 등기임원,6.55
01512575,4,개인,법인의 등기임원,0.2
01512575,5,개인,법인의 등기임원,0.02
01512575,6,개인,,15.67
01512575,7,개인,,
01506617,0,개인,최대주주 본인,17.0
01506617,1,개인,등기임원,5.67
01506617,2,개인,-,0.0
01506617,3,개인,-,0.0
01506617,4,개인,미등기임원,0.68
01506617,5,개인,미등기임원,0.6
01506617,6,개인,미등기임원,0.23
01506617,7,개인,미등기임원,0.08
01506617,8,개인,미등기임원,0.08
01506617,9,개인,,24.34
01506617,10,개인,,
00874937,0,개인,대표이사,27.82
00874937,1,개인,등기임원,0.0
00874937,2,개인,비등기임원,0.03
00874937,3,개인,특수관계인,0.42
00874937,4,개인,특수관계인,0.74
00874937,5,개인,등기임원,0.73
00874937,6,개인,등기임원,0.48
00874937,7,개인,비등기임원,0.1
00874937,8,개인,비등기임원,0.08
00874937,9,개인,등기임원,0.06
00874937,10,개인,비등기임원,0.01
00874937,11,개인,,30.51
00874937,12,개인,,
00356839,0,케이지 투자조합,최대주주 본인,16.89
00356839,1,개인,,16.89
00356839,2,개인,,
