record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,observation_id,commodity_code,observed_at,published_at,vintage_date,value,unit,currency,source_id,trust_grade
ext-02-31bb2064d4dd,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-aa0fd7c5f2d3,EXT2-NICKEL-202408,NICKEL,2024-08-31,2024-09-07,2024-09-07,13365.1024,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-7442e39bfb53,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c5a49d2ebd92,EXT2-SULFURIC_ACID-202408,SULFURIC_ACID,2024-08-31,2024-09-07,2024-09-07,124.524,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-97a4df2a7e3d,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2d9e15de7592,EXT2-LITHIUM-202408,LITHIUM,2024-08-31,2024-09-07,2024-09-07,20594.3888,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-a96ec76897c3,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2fd8b2270a74,EXT2-COPPER-202409,COPPER,2024-09-30,2024-10-07,2024-10-07,6963.9609,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-b1b97187d51e,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-331877aa7d98,EXT2-NICKEL-202409,NICKEL,2024-09-30,2024-10-07,2024-10-07,12967.2771,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-f91b350ef7b7,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4f043ddc7aae,EXT2-SULFURIC_ACID-202409,SULFURIC_ACID,2024-09-30,2024-10-07,2024-10-07,125.7845,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-5422afb77f2a,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-84a1996b157c,EXT2-LITHIUM-202409,LITHIUM,2024-09-30,2024-10-07,2024-10-07,20289.2397,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-94631ea44a00,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-27573b349946,EXT2-COPPER-202410,COPPER,2024-10-31,2024-11-07,2024-11-07,7152.4251,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-f3fbdd0e3e77,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-191d92f040b5,EXT2-NICKEL-202410,NICKEL,2024-10-31,2024-11-07,2024-11-07,13011.4825,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-f01647bcddf9,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ba682c01969a,EXT2-SULFURIC_ACID-202410,SULFURIC_ACID,2024-10-31,2024-11-07,2024-11-07,126.615,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-ae11ea4b58b3,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-74cbe5579f17,EXT2-LITHIUM-202410,LITHIUM,2024-10-31,2024-11-07,2024-11-07,20029.8554,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-7b267f929939,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5ebef70a56e6,EXT2-COPPER-202411,COPPER,2024-11-30,2024-12-07,2024-12-07,6798.688,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-53ee8b2b3fd7,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1541ceb514c7,EXT2-NICKEL-202411,NICKEL,2024-11-30,2024-12-07,2024-12-07,13098.8451,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-683d2e4f78fc,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7cf75bbc2231,EXT2-SULFURIC_ACID-202411,SULFURIC_ACID,2024-11-30,2024-12-07,2024-12-07,126.9825,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-474fefc3fd99,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0556d1836ff3,EXT2-LITHIUM-202411,LITHIUM,2024-11-30,2024-12-07,2024-12-07,19819.4347,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-813caa249403,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4049bf4ca814,EXT2-COPPER-202412,COPPER,2024-12-31,2025-01-07,2025-01-07,7021.973,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-c87ac78b4bb6,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-650543f42e43,EXT2-NICKEL-202412,NICKEL,2024-12-31,2025-01-07,2025-01-07,12251.0844,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-62d180ca01bb,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-16e3529a0527,EXT2-SULFURIC_ACID-202412,SULFURIC_ACID,2024-12-31,2025-01-07,2025-01-07,126.8723,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-764e6f5b0842,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-406c60992445,EXT2-LITHIUM-202412,LITHIUM,2024-12-31,2025-01-07,2025-01-07,19660.573,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-0b72cf6ea459,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7ee80f0db09d,EXT2-COPPER-202501,COPPER,2025-01-31,2025-02-07,2025-02-07,6799.6612,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-146557bd789d,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f121f980a50a,EXT2-NICKEL-202501,NICKEL,2025-01-31,2025-02-07,2025-02-07,12241.739,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-df30f2907573,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-23ab7cdf7725,EXT2-SULFURIC_ACID-202501,SULFURIC_ACID,2025-01-31,2025-02-07,2025-02-07,126.2888,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-316193805bab,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bd582850bdd2,EXT2-LITHIUM-202501,LITHIUM,2025-01-31,2025-02-07,2025-02-07,19555.2293,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-d6e3526eabbb,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-12dee8ab5ab0,EXT2-COPPER-202502,COPPER,2025-02-28,2025-03-07,2025-03-07,6710.1588,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-12ae219eaeb4,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ec9f2c7328e6,EXT2-NICKEL-202502,NICKEL,2025-02-28,2025-03-07,2025-03-07,13245.8933,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-2a0fe47c7988,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-437c18942482,EXT2-SULFURIC_ACID-202502,SULFURIC_ACID,2025-02-28,2025-03-07,2025-03-07,125.2552,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-ae76955fdccc,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3b0c7325be73,EXT2-LITHIUM-202502,LITHIUM,2025-02-28,2025-03-07,2025-03-07,19504.7029,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-3cd476986c08,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1f7272fb42ae,EXT2-COPPER-202503,COPPER,2025-03-31,2025-04-07,2025-04-07,6836.5852,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-af623b5e3b4c,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-857cc960ed6c,EXT2-NICKEL-202503,NICKEL,2025-03-31,2025-04-07,2025-04-07,13266.0803,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-48684f24ce0c,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2cfdd176ed73,EXT2-SULFURIC_ACID-202503,SULFURIC_ACID,2025-03-31,2025-04-07,2025-04-07,123.8128,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-d9a5518e003f,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6b079874402e,EXT2-LITHIUM-202503,LITHIUM,2025-03-31,2025-04-07,2025-04-07,19509.6169,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-7551cc938e91,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7f2834436fb7,EXT2-COPPER-202504,COPPER,2025-04-30,2025-05-07,2025-05-07,7126.0455,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-f1ea961a33d4,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-719edde2e939,EXT2-NICKEL-202504,NICKEL,2025-04-30,2025-05-07,2025-05-07,12769.0923,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-98b9bec4e2f8,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6ece1961ff11,EXT2-SULFURIC_ACID-202504,SULFURIC_ACID,2025-04-30,2025-05-07,2025-05-07,122.019,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-b9d26134f310,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-99285ae6e518,EXT2-LITHIUM-202504,LITHIUM,2025-04-30,2025-05-07,2025-05-07,19569.9107,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-71b27be7d3c3,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-45fde1b810b1,EXT2-COPPER-202505,COPPER,2025-05-31,2025-06-07,2025-06-07,7437.4522,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-ced25cc78898,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e07704cd4ee7,EXT2-NICKEL-202505,NICKEL,2025-05-31,2025-06-07,2025-06-07,13209.2913,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-eac76fd63296,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-54e86ed671a7,EXT2-SULFURIC_ACID-202505,SULFURIC_ACID,2025-05-31,2025-06-07,2025-06-07,119.9454,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-e5747c448de0,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1d907c54f923,EXT2-LITHIUM-202505,LITHIUM,2025-05-31,2025-06-07,2025-06-07,19684.8408,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-3f60148cec11,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-07b7191c23b6,EXT2-COPPER-202506,COPPER,2025-06-30,2025-07-07,2025-07-07,8320.3359,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-b483cb9a907e,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5118f1498354,EXT2-NICKEL-202506,NICKEL,2025-06-30,2025-07-07,2025-07-07,14219.8324,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-ed3143cb603e,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c248844edfea,EXT2-SULFURIC_ACID-202506,SULFURIC_ACID,2025-06-30,2025-07-07,2025-07-07,117.6747,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-0cf0c185eacc,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8e87dbfcab29,EXT2-LITHIUM-202506,LITHIUM,2025-06-30,2025-07-07,2025-07-07,19852.9896,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-f5e1723ab2c7,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-085a96daebd6,EXT2-COPPER-202507,COPPER,2025-07-31,2025-08-07,2025-08-07,8116.1007,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-02785f0e9746,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-dec3a2ab08f4,EXT2-NICKEL-202507,NICKEL,2025-07-31,2025-08-07,2025-08-07,13314.288,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-199bae074dfb,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-33bd86913851,EXT2-SULFURIC_ACID-202507,SULFURIC_ACID,2025-07-31,2025-08-07,2025-08-07,115.2973,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-74b425dec881,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-805052a328c5,EXT2-LITHIUM-202507,LITHIUM,2025-07-31,2025-08-07,2025-08-07,20072.2834,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-1f41be5a724e,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-058d8fcc6513,EXT2-COPPER-202508,COPPER,2025-08-31,2025-09-07,2025-09-07,7729.4174,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-e94c531940df,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7dd85e9052f7,EXT2-NICKEL-202508,NICKEL,2025-08-31,2025-09-07,2025-09-07,13105.1714,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-142ce8af935b,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d21fb8088ab2,EXT2-SULFURIC_ACID-202508,SULFURIC_ACID,2025-08-31,2025-09-07,2025-09-07,112.9081,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-bfdf9444acdd,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2ff341c296b7,EXT2-LITHIUM-202508,LITHIUM,2025-08-31,2025-09-07,2025-09-07,20340.0177,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-9d66aaa83d92,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-573c2836823d,EXT2-COPPER-202509,COPPER,2025-09-30,2025-10-07,2025-10-07,8105.6662,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-d9d5f3cd8e63,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bc9616ba9113,EXT2-NICKEL-202509,NICKEL,2025-09-30,2025-10-07,2025-10-07,12645.1779,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-2165a46a8dae,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3eca2bc62631,EXT2-SULFURIC_ACID-202509,SULFURIC_ACID,2025-09-30,2025-10-07,2025-10-07,110.6023,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-86d94f6c6252,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-98f2818a2ba4,EXT2-LITHIUM-202509,LITHIUM,2025-09-30,2025-10-07,2025-10-07,20652.8905,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-db71228534e7,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2c4c6e41324f,EXT2-COPPER-202510,COPPER,2025-10-31,2025-11-07,2025-11-07,8138.5366,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-f9722b8a249f,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1c47fd4d1090,EXT2-NICKEL-202510,NICKEL,2025-10-31,2025-11-07,2025-11-07,12313.9499,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-407b2da336ad,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1139b6f7a4f1,EXT2-SULFURIC_ACID-202510,SULFURIC_ACID,2025-10-31,2025-11-07,2025-11-07,108.4717,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-d19ee605622f,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a3e1be603619,EXT2-LITHIUM-202510,LITHIUM,2025-10-31,2025-11-07,2025-11-07,21007.0432,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-c221b7385870,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2f3504bc3086,EXT2-COPPER-202511,COPPER,2025-11-30,2025-12-07,2025-12-07,7646.3116,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-24f7b1cf0e86,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-58d6c7f05afa,EXT2-NICKEL-202511,NICKEL,2025-11-30,2025-12-07,2025-12-07,11906.8961,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-2d70c4cfca0f,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f8a855bdc71a,EXT2-SULFURIC_ACID-202511,SULFURIC_ACID,2025-11-30,2025-12-07,2025-12-07,106.6015,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-85d3917575d8,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-62111bc4f0f5,EXT2-LITHIUM-202511,LITHIUM,2025-11-30,2025-12-07,2025-12-07,21398.1079,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-2b3c6b5fd497,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a328063ed3b0,EXT2-COPPER-202512,COPPER,2025-12-31,2026-01-07,2026-01-07,8204.7554,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-1c24c90bbd22,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2531fa8c9a96,EXT2-NICKEL-202512,NICKEL,2025-12-31,2026-01-07,2026-01-07,11046.3527,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-c896e6435733,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-32ae66f95274,EXT2-SULFURIC_ACID-202512,SULFURIC_ACID,2025-12-31,2026-01-07,2026-01-07,105.0661,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-3dfe4cf65790,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-23d2466a7a43,EXT2-LITHIUM-202512,LITHIUM,2025-12-31,2026-01-07,2026-01-07,21821.2617,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-f1e20d5a0991,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-174da39f8b1a,EXT2-COPPER-202601,COPPER,2026-01-31,2026-02-07,2026-02-07,7611.7439,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-c5bebd175503,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6390770558ca,EXT2-NICKEL-202601,NICKEL,2026-01-31,2026-02-07,2026-02-07,10862.992,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-1d9aae401149,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b9f12414efd1,EXT2-SULFURIC_ACID-202601,SULFURIC_ACID,2026-01-31,2026-02-07,2026-02-07,103.9267,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-1c9d1c337b06,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-35494145ed86,EXT2-LITHIUM-202601,LITHIUM,2026-01-31,2026-02-07,2026-02-07,22271.2859,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-92713520c9bc,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-323822379075,EXT2-COPPER-202602,COPPER,2026-02-28,2026-03-07,2026-03-07,7897.9683,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-231a9d5f6b1f,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-999ac3df44f9,EXT2-NICKEL-202602,NICKEL,2026-02-28,2026-03-07,2026-03-07,9654.727,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
