record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,observation_id,indicator_code,observed_at,published_at,vintage_date,value,unit,source_id,trust_grade
ext-01-fdc619a91256,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7ea6904ec42c,EXT1-PPI_MFG-202508,PPI_MFG,2025-08-31,2025-09-10,2025-09-10,107.244,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-cdd462ab7a14,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ff647363a2a1,EXT1-USD_KRW-202509,USD_KRW,2025-09-30,2025-10-10,2025-10-10,1237.0633,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-3ffb0bfdadf8,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9d753dc908c2,EXT1-BASE_RATE_KR-202509,BASE_RATE_KR,2025-09-30,2025-10-10,2025-10-10,3.1949,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-53146359b9c9,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ba27aade72f9,EXT1-PPI_MFG-202509,PPI_MFG,2025-09-30,2025-10-10,2025-10-10,107.3073,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-6b7e85f3423d,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2d4788832ee6,EXT1-USD_KRW-202510,USD_KRW,2025-10-31,2025-11-10,2025-11-10,1241.4384,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-ebdd48950d78,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f88231dec3d8,EXT1-BASE_RATE_KR-202510,BASE_RATE_KR,2025-10-31,2025-11-10,2025-11-10,3.2384,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-b6cb4611c043,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1111d73c9c71,EXT1-PPI_MFG-202510,PPI_MFG,2025-10-31,2025-11-10,2025-11-10,107.3309,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-81b55a72bc1f,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cdad090dd06d,EXT1-USD_KRW-202511,USD_KRW,2025-11-30,2025-12-10,2025-12-10,1210.1988,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-e000d090a938,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-01920b5fac87,EXT1-BASE_RATE_KR-202511,BASE_RATE_KR,2025-11-30,2025-12-10,2025-12-10,3.2821,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-fb190c31c8c8,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fa47a40c1247,EXT1-PPI_MFG-202511,PPI_MFG,2025-11-30,2025-12-10,2025-12-10,107.3177,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-63c81e2ab236,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-33233837cd86,EXT1-USD_KRW-202512,USD_KRW,2025-12-31,2026-01-10,2026-01-10,1232.7295,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-74de5074a613,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b6d5951a7d9a,EXT1-BASE_RATE_KR-202512,BASE_RATE_KR,2025-12-31,2026-01-10,2026-01-10,3.3253,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-1aaa43846536,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cae9c1ab067f,EXT1-PPI_MFG-202512,PPI_MFG,2025-12-31,2026-01-10,2026-01-10,107.2713,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-dd37f0c026cc,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bcce7863d46f,EXT1-USD_KRW-202601,USD_KRW,2026-01-31,2026-02-10,2026-02-10,1228.3675,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-d23c577f2eb2,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8595c3a4ca84,EXT1-BASE_RATE_KR-202601,BASE_RATE_KR,2026-01-31,2026-02-10,2026-02-10,3.3673,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-306a93b568ee,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e2dfaed704bc,EXT1-PPI_MFG-202601,PPI_MFG,2026-01-31,2026-02-10,2026-02-10,107.1963,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-367f7c71c7f7,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-45db6b06e293,EXT1-USD_KRW-202602,USD_KRW,2026-02-28,2026-03-10,2026-03-10,1199.6697,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-5eda4bccefd0,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a0bb76d3592a,EXT1-BASE_RATE_KR-202602,BASE_RATE_KR,2026-02-28,2026-03-10,2026-03-10,3.4075,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-27636b98f679,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f202cfefd4fa,EXT1-PPI_MFG-202602,PPI_MFG,2026-02-28,2026-03-10,2026-03-10,107.0982,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-63677645ee60,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-568ff558101e,EXT1-USD_KRW-202603,USD_KRW,2026-03-31,2026-04-10,2026-04-10,1171.7962,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-ff47f4c23144,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ea8014ffd5b1,EXT1-BASE_RATE_KR-202603,BASE_RATE_KR,2026-03-31,2026-04-10,2026-04-10,3.4453,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-e25a31a721fc,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ddff0752f8f8,EXT1-PPI_MFG-202603,PPI_MFG,2026-03-31,2026-04-10,2026-04-10,106.9829,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-93885b53f97c,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2b96c96b2f24,EXT1-USD_KRW-202604,USD_KRW,2026-04-30,2026-05-10,2026-05-10,1184.7986,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-4c59a8988d47,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b6be403b6052,EXT1-BASE_RATE_KR-202604,BASE_RATE_KR,2026-04-30,2026-05-10,2026-05-10,3.4799,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-a2b2f4884444,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6c423a73c89e,EXT1-PPI_MFG-202604,PPI_MFG,2026-04-30,2026-05-10,2026-05-10,106.857,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-45a3d7331399,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e0fe1b848014,EXT1-USD_KRW-202605,USD_KRW,2026-05-31,2026-06-10,2026-06-10,1228.8167,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-c2bbc732f6cf,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ad4364aa53c9,EXT1-BASE_RATE_KR-202605,BASE_RATE_KR,2026-05-31,2026-06-10,2026-06-10,3.511,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-62557b54ec1d,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ada812036cfc,EXT1-PPI_MFG-202605,PPI_MFG,2026-05-31,2026-06-10,2026-06-10,106.7273,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-27d04f662a44,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4f5bbece8d32,EXT1-USD_KRW-202606,USD_KRW,2026-06-30,2026-07-10,2026-07-10,1248.8642,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-fc74bb2c7f75,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2c3a05179004,EXT1-BASE_RATE_KR-202606,BASE_RATE_KR,2026-06-30,2026-07-10,2026-07-10,3.5381,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-6c171fdd928e,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bb00264e0a0e,EXT1-PPI_MFG-202606,PPI_MFG,2026-06-30,2026-07-10,2026-07-10,106.6007,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-f46ef5749563,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1c2748057ceb,EXT1-USD_KRW-202607,USD_KRW,2026-07-31,2026-08-10,2026-08-10,1232.4115,KRW/USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-923ee264cb2c,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c4a3272c45b4,EXT1-BASE_RATE_KR-202607,BASE_RATE_KR,2026-07-31,2026-08-10,2026-08-10,3.5606,%,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-01-f6fb1e8d5321,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-50613c7a3730,EXT1-PPI_MFG-202607,PPI_MFG,2026-07-31,2026-08-10,2026-08-10,106.4841,INDEX,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
